bridge_id,road,name,condition,length,lat,lon,avg_trucks_crossed,broken_pct,norm_traffic,norm_connectivity,criticality_score,criticality_rank,failure_rate,expected_delay,mean_delay_when_failed,mean_vehicles_delayed,norm_criticality,norm_vulnerability,priority_equal,priority_crit_heavy,priority_vuln_heavy,priority_rank,quadrant
2000378,N2,Bridge start,B,0,24.144916350000003,91.3367219,30351.6,50.33,1.0,1.0,1.0,1,0.5,98042.6,196085.2,6770.6,1.0,0.23280994435885405,0.616404972179427,0.7698429833076562,0.46296696105119783,11,A
2000330,N2,Bridge start,B,0,24.05318055,91.24138855,30345.9,50.33,0.9998122010042304,1.0,0.9998685407029612,9,0.4,85313.4,213283.5,5877.5,0.9998685407029612,0.2025834474714528,0.601225994087207,0.7606830127335086,0.4417689754409053,12,A
2000292,N2,Bridge start,B,0,24.0542222,91.1506111,30341.3,50.33,0.9996606439199252,1.0,0.9997624507439477,17,0.3,83624.3,278747.6666666667,5771.9,0.9997624507439477,0.19857254530222698,0.5991674980230873,0.7594054791114314,0.4389295169347432,13,A
2000110,N2,Bala Nagar Bridge (2 bridges at crossing),A,61,23.939346899999997,90.7100139,20756.3,0.0,0.6838618062968674,0.0,0.4787032644078072,121,0.3,279567.9,931893.0,4173.3,0.4787032644078072,0.6638561935681191,0.5712797289879632,0.5342491431559008,0.6083103148200255,14,A
2000366,N2,Bridge start,B,0,24.126937508732876,91.31902061729453,30351.0,50.33,0.999980231684656,1.0,0.9999861621792592,2,0.3,57360.7,191202.33333333334,3948.7,0.9999861621792592,0.13620754014464037,0.5680968511619497,0.7408525755688735,0.39534112675502603,15,A
2000501,N2,BASHINA BOX CULVERT,C,2,24.2861663,91.4980552,28176.3,42.48,0.9283299727197248,0.8440294059209219,0.903039802680084,21,0.6,94639.9,157733.16666666666,6530.1,0.903039802680084,0.22472996282358393,0.5638848827518339,0.6995468507231339,0.4282229147805339,16,A
2000350,N2,Bridge start/ Start of Habiganj road Division / Bridge start/ Start of Habiganj road Division,B,0,24.0943608,91.2897358,30346.7,50.33,0.9998385587580229,1.0,0.999886991130616,8,0.3,51008.2,170027.33333333334,3517.0,0.999886991130616,0.12112302411242967,0.5605050076215228,0.7362578010251601,0.3847522142178855,17,A
2000744,N2,Minazpur Bridge,A,73,24.60140275,91.6154861,20639.7,0.0,0.6800201636816511,0.0,0.4760141145771557,145,0.4,263071.8,657679.5,3931.1,0.4760141145771557,0.6246848933053956,0.5503495039412756,0.5206153481956277,0.5800836596869237,18,A
1000411,N1,DumGhat Bridge(L) (2 bridges at crossing),A,222,22.91473615,91.5264021,16923.9,29.41,0.5575949867552288,0.5843433339956289,0.5656194909273489,56,0.2,219780.7,1098903.5,1702.3,0.5656194909273489,0.5218867363589909,0.5437531136431699,0.5524996645568414,0.5350065627294982,19,A
2000497,N2,Bridge start,B,0,24.280041,91.48802745,28176.3,42.48,0.9283299727197248,0.8440294059209219,0.903039802680084,22,0.4,75867.3,189668.25,5236.1,0.903039802680084,0.18015293241566918,0.5415963675478765,0.6861737416007595,0.3970189934949936,20,A
1000319,N1,BOSONTA PUR BOX CULVERT,C,6,23.18665245,91.3212632,25025.9,42.48,0.8245331382859553,0.8440294059209219,0.8303820185764452,38,0.4,104092.9,260232.25,7182.7,0.8303820185764452,0.2471768624776552,0.5387794405270502,0.6554204717468082,0.4221384093072922,21,A
2000370,N2,Bridge start,B,0,24.1358052,91.3235132,30350.6,50.33,0.9999670528077598,1.0,0.999976936965432,4,0.1,27340.8,273408.0,1882.2,0.999976936965432,0.06492290215402852,0.5324499195597303,0.7194607265220109,0.3454391125974495,22,A
2000374,N2,Bridge start,B,0,24.14177745,91.3270688,30350.7,50.33,0.9999703475269838,1.0,0.9999792432688884,3,0.2,19047.8,95239.0,1314.1,0.9999792432688884,0.0452305146758509,0.5226048789723696,0.7135546246909772,0.33165513325376217,23,A
5000065,N105,ULAKOLA,A,209,23.871416,90.5068056,11612.5,11.11,0.38259926989022,0.220743095569243,0.3340424175939268,265,0.3,293535.7,978452.3333333334,2279.3,0.3340424175939268,0.6970238445771254,0.5155331310855261,0.44293684568888636,0.5881294164821658,24,A
