road,id,model_type,name,lat,lon,length,condition,lrp,small_truck,medium_truck,heavy_truck,aadt
N1,1001193,link,link 1008,21.3747771,92.0734993,91,,LRP395f,137.0,455.0,24.0,5820.0
N1,1001194,link,link 1009,21.3745549,92.0739716,55,,LRP395g,137.0,455.0,24.0,5820.0
N1,1001195,bridge,PANAR CHORI SLAB CULVERT,21.3745549,92.0739716,1,A,LRP395g,137.0,455.0,24.0,5820.0
N1,1001196,link,link 1010,21.3742493,92.0755271,165,,LRP395h,137.0,455.0,24.0,5820.0
N1,1001197,link,link 1011,21.3742493,92.0756938,17,,LRP396,137.0,455.0,24.0,5820.0
N1,1001198,link,link 1012,21.3736938,92.0768327,133,,LRP396a,137.0,455.0,24.0,5820.0
N1,1001199,bridge,PANCR CHAR SLAB CULVERT,21.3736938,92.0768327,1,C,LRP396a,137.0,455.0,24.0,5820.0
N1,1001200,link,link 1013,21.3731938,92.0773327,76,,LRP396b,137.0,455.0,24.0,5820.0
N1,1001201,link,link 1014,21.3714993,92.0785549,227,,LRP396c,137.0,455.0,24.0,5820.0
N1,1001202,link,link 1015,21.3698327,92.0796104,215,,LRP396d,137.0,455.0,24.0,5820.0
N1,1001203,bridge,TELA BAGAN SLAB CULVERT,21.3698327,92.0796104,1,A,LRP396d,137.0,455.0,24.0,5820.0
N1,1001204,link,link 1016,21.3678882,92.0803327,229,,LRP396e,137.0,455.0,24.0,5820.0
N1,1001205,bridge,PARARHORA CULVERT,21.3678882,92.0803327,1,B,LRP396e,137.0,455.0,24.0,5820.0
N1,1001206,link,link 1017,21.3669438,92.0807771,115,,LRP396f,137.0,455.0,24.0,5820.0
N1,1001207,link,link 1018,21.3662778,92.0810549,79,,LRP397,137.0,455.0,24.0,5820.0
N1,1001208,link,link 1019,21.3657222,92.0812771,66,,LRP397a,137.0,455.0,24.0,5820.0
N1,1001209,link,link 1020,21.3644167,92.081416,146,,LRP397b,137.0,455.0,24.0,5820.0
N1,1001210,bridge,TULA BAGAN,21.3644167,92.081416,1,B,LRP397b,137.0,455.0,24.0,5820.0
N1,1001211,link,link 1021,21.3615,92.0806382,334,,LRP397c,137.0,455.0,24.0,5820.0
N1,1001212,bridge,TOLA BAGAN,21.3615,92.0806382,2,B,LRP397c,137.0,455.0,24.0,5820.0
N1,1001213,link,link 1022,21.3580833,92.0790271,415,,LRP397d,137.0,455.0,24.0,5820.0
N1,1001214,link,link 1023,21.35775,92.0790271,37,,LRP398,137.0,455.0,24.0,5820.0
N1,1001215,link,link 1024,21.3571944,92.0791104,62,,LRP398a,137.0,455.0,24.0,5820.0
N1,1001216,link,link 1025,21.3563333,92.0790827,96,,LRP398b,137.0,455.0,24.0,5820.0
N1,1001217,bridge,NORTH CONIA PARA BOX CULVERT,21.3563333,92.0790827,4,A,LRP398b,137.0,455.0,24.0,5820.0
N1,1001218,link,link 1026,21.35525,92.0790827,120,,LRP398c,137.0,455.0,24.0,5820.0
N1,1001219,link,link 1027,21.3526667,92.0783327,298,,LRP398d,137.0,455.0,24.0,5820.0
N1,1001220,link,link 1028,21.3490552,92.0784716,402,,LRP399,137.0,455.0,24.0,5820.0
N1,1001221,link,link 1029,21.3463608,92.0790271,305,,LRP399a,137.0,455.0,24.0,5820.0
N1,1001222,bridge,CONIA PARA,21.3462497,92.0790132,11,C,LRP399a,137.0,455.0,24.0,5820.0
N1,1001223,link,link 1030,21.3461386,92.0789993,0,,LRP399b,137.0,455.0,24.0,5820.0
N1,1001224,link,link 1031,21.3414997,92.0788327,516,,LRP399c,137.0,455.0,24.0,5820.0
N1,1001225,link,link 1032,21.3404997,92.0784993,116,,LRP400,137.0,455.0,24.0,5820.0
N1,1001226,link,link 1033,21.3381941,92.078916,260,,LRP400a,137.0,455.0,24.0,5820.0
N1,1001227,link,link 1034,21.3324716,92.0790827,637,,LRP400b,137.0,455.0,24.0,5820.0
N1,1001228,link,link 1035,21.3311104,92.0788604,153,,LRP401,137.0,455.0,24.0,5820.0
N1,1001229,link,link 1036,21.3297771,92.0787771,149,,LRP401a,137.0,455.0,24.0,5820.0
N1,1001230,bridge,Khulna Plong Bridge,21.3296521,92.07886045,0,B,LRP401a,137.0,455.0,24.0,5820.0
N1,1001231,link,link 1037,21.3295271,92.0789438,0,,LRP401b,137.0,455.0,24.0,5820.0
N1,1001232,link,link 1038,21.324666,92.084583,796,,LRP402,137.0,455.0,24.0,5820.0
N1,1001233,link,link 1039,21.3241104,92.085333,99,,LRP402a,137.0,455.0,24.0,5820.0
N1,1001234,bridge,JASOYA PALONG RCC GIDER BRIDGE,21.32395765,92.08552745,5,C,LRP402a,137.0,455.0,24.0,5820.0
N1,1001235,link,link 1040,21.3238049,92.0857219,0,,LRP402b,137.0,455.0,24.0,5820.0
N1,1001236,link,link 1041,21.3207493,92.0893052,503,,LRP402c,137.0,455.0,24.0,5820.0
N1,1001237,bridge,Jasoya check post.,21.3207493,92.0893052,1,B,LRP402c,137.0,455.0,24.0,5820.0
N1,1001238,link,link 1042,21.3187493,92.0916108,326,,LRP403,137.0,455.0,24.0,5820.0
N1,1001239,link,link 1043,21.3179438,92.0921663,106,,LRP403a,137.0,455.0,24.0,5820.0
N1,1001240,bridge,Bridge start,21.31786045,92.092208,0,B,LRP403a,137.0,455.0,24.0,5820.0
N1,1001241,link,link 1044,21.3177771,92.0922497,0,,LRP403b,137.0,455.0,24.0,5820.0
N1,1001242,link,link 1045,21.317666,92.0930274,82,,LRP403c,137.0,455.0,24.0,5820.0
N1,1001243,link,link 1046,21.3125,92.096333,669,,LRP403d,137.0,455.0,24.0,5820.0
N1,1001244,bridge,Bridge start,21.3123472,92.09651355,0,B,LRP403d,137.0,455.0,24.0,5820.0
N1,1001245,link,link 1047,21.3121944,92.0966941,0,,LRP403e,137.0,455.0,24.0,5820.0
N1,1001246,link,link 1048,21.3120278,92.0969163,30,,LRP404,137.0,455.0,24.0,5820.0
N1,1001247,link,link 1049,21.3101667,92.0974997,216,,LRP404a,137.0,455.0,24.0,5820.0
N1,1001248,link,link 1050,21.3039722,92.0967497,693,,LRP404b,137.0,455.0,24.0,5820.0
N1,1001249,link,link 1051,21.3037778,92.0968052,22,,LRP405,137.0,455.0,24.0,5820.0
N1,1001250,link,link 1052,21.2989441,92.0976108,544,,LRP405a,137.0,455.0,24.0,5820.0
N1,1001251,link,link 1053,21.2956386,92.0993886,411,,LRP405b,137.0,455.0,24.0,5820.0
N1,1001252,bridge,Bridge start,21.29531915,92.0993886,0,B,LRP405b,137.0,455.0,24.0,5820.0
N1,1001253,link,link 1054,21.2949997,92.0993886,0,,LRP405c,137.0,455.0,24.0,5820.0
N1,1001254,link,link 1055,21.2949163,92.0994163,10,,LRP406,137.0,455.0,24.0,5820.0
N1,1001255,link,link 1056,21.2863608,92.1001667,954,,LRP407,137.0,455.0,24.0,5820.0
N1,1001256,link,link 1057,21.2839441,92.1005278,271,,LRP407a,137.0,455.0,24.0,5820.0
N1,1001257,bridge,COURT BAZAR,21.2839441,92.1005278,10,A,LRP407a,137.0,455.0,24.0,5820.0
N1,1001258,link,link 1058,21.282777512080536,92.10067986442952,131,,LRP407b,137.0,455.0,24.0,5820.0
N1,1001259,bridge,COURT BAZAR,21.282721756040267,92.10068713221476,10,A,LRP407b,137.0,455.0,24.0,5820.0
N1,1001260,link,link 1059,21.282666,92.1006944,0,,LRP407c,137.0,455.0,24.0,5820.0
N1,1001261,link,link 1060,21.2790827,92.1019722,420,,LRP407d,137.0,455.0,24.0,5820.0
N1,1001262,link,link 1061,21.277666,92.1026111,171,,LRP408,137.0,455.0,24.0,5820.0
N1,1001263,link,link 1062,21.2695827,92.1066111,990,,LRP409,137.0,455.0,24.0,5820.0
N1,1001264,link,link 1063,21.2694716,92.1066667,14,,LRP409a,137.0,455.0,24.0,5820.0
N1,1001265,link,link 1064,21.2678604,92.1088333,287,,LRP409b,137.0,455.0,24.0,5820.0
N1,1001266,bridge,EJILA,21.26780485,92.10891665,11,C,LRP409b,137.0,455.0,24.0,5820.0
N1,1001267,link,link 1065,21.2677493,92.109,0,,LRP409c,137.0,455.0,24.0,5820.0
N1,1001268,link,link 1066,21.2646111,92.1134444,578,,LRP409d,137.0,455.0,24.0,5820.0
N1,1001269,link,link 1067,21.2641111,92.1140833,86,,LRP410,137.0,455.0,24.0,5820.0
N1,1001270,link,link 1068,21.2639722,92.1141944,19,,LRP410a,137.0,455.0,24.0,5820.0
N1,1001271,bridge,Bridge start,21.2638472,92.1143333,0,B,LRP410a,137.0,455.0,24.0,5820.0
N1,1001272,link,link 1069,21.2637222,92.1144722,0,,LRP410b,137.0,455.0,24.0,5820.0
N1,1001273,link,link 1070,21.2623611,92.1161667,232,,LRP410c,137.0,455.0,24.0,5820.0
N1,1001274,bridge,Bridge start,21.26230555,92.11623615,0,B,LRP410c,137.0,455.0,24.0,5820.0
N1,1001275,link,link 1071,21.26225,92.1163056,0,,LRP410d,137.0,455.0,24.0,5820.0
N1,1001276,link,link 1072,21.2580278,92.1214438,710,,LRP411,137.0,455.0,24.0,5820.0
N1,1001277,link,link 1073,21.2565556,92.122916,224,,LRP411a,137.0,455.0,24.0,5820.0
N1,1001278,bridge,JADIMORA (3),21.2565278,92.1229438,17,A,LRP411a,137.0,455.0,24.0,5820.0
N1,1001279,link,link 1074,21.2565,92.1229716,0,,LRP411b,137.0,455.0,24.0,5820.0
N1,1001280,link,link 1075,21.2550278,92.1245827,234,,LRP411c,137.0,455.0,24.0,5820.0
N1,1001281,bridge,JADIMORA (1),21.2550278,92.1245827,2,A,LRP411c,137.0,455.0,24.0,5820.0
N1,1001282,link,link 1076,21.2537778,92.1266382,254,,LRP411d,137.0,455.0,24.0,5820.0
N1,1001283,bridge,WEST OGALA,21.2537778,92.1266382,11,C,LRP411d,137.0,455.0,24.0,5820.0
N1,1001284,link,link 1077,21.2521944,92.1286104,270,,LRP412,137.0,455.0,24.0,5820.0
N1,1001285,link,link 1078,21.2521111,92.1287493,17,,LRP412a,137.0,455.0,24.0,5820.0
N1,1001286,link,link 1079,21.2504722,92.1307493,276,,LRP412b,137.0,455.0,24.0,5820.0
N1,1001287,bridge,OKYIA STATION,21.25044445,92.1307493,8,C,LRP412b,137.0,455.0,24.0,5820.0
N1,1001288,link,link 1080,21.2504167,92.1307493,0,,LRP412c,137.0,455.0,24.0,5820.0
N1,1001289,link,link 1081,21.248083,92.1341108,434,,LRP412d,137.0,455.0,24.0,5820.0
N1,1001290,bridge,UKLIA-SHAHABMARKAT,21.24804135,92.13416635,2,C,LRP412d,137.0,455.0,24.0,5820.0
N1,1001291,link,link 1082,21.2479997,92.1342219,0,,LRP412e,137.0,455.0,24.0,5820.0
N1,1001292,link,link 1083,21.2462219,92.1364719,306,,LRP413,137.0,455.0,24.0,5820.0
N1,1001293,link,link 1084,21.2447497,92.1389441,304,,LRP413a,137.0,455.0,24.0,5820.0
N1,1001294,link,link 1085,21.242333,92.1413608,367,,LRP413b,137.0,455.0,24.0,5820.0
N1,1001295,bridge,Bridge start,21.24227745,92.141458,0,B,LRP413b,137.0,455.0,24.0,5820.0
N1,1001296,link,link 1086,21.2422219,92.1415552,0,,LRP413c,137.0,455.0,24.0,5820.0
N1,1001297,link,link 1087,21.2412497,92.1440552,281,,LRP414,137.0,455.0,24.0,5820.0
N1,1001298,link,link 1088,21.2357774,92.1511667,956,,LRP415,137.0,455.0,24.0,5820.0
N1,1001299,link,link 1089,21.236333,92.1586667,780,,LRP416,137.0,455.0,24.0,5820.0
N1,1001300,link,link 1090,21.2283604,92.1617222,941,,LRP417,137.0,455.0,24.0,5820.0
N1,1001301,link,link 1091,21.2261382,92.1611667,254,,LRP417a,137.0,455.0,24.0,5820.0
N1,1001302,link,link 1092,21.2243327,92.1614444,203,,LRP417b,137.0,455.0,24.0,5820.0
N1,1001303,link,link 1093,21.2198049,92.1618611,505,,LRP418,137.0,455.0,24.0,5820.0
N1,1001304,link,link 1094,21.2165556,92.1626944,371,,LRP418a,137.0,455.0,24.0,5820.0
N1,1001305,link,link 1095,21.2152778,92.1649722,276,,LRP418b,137.0,455.0,24.0,5820.0
N1,1001306,link,link 1096,21.2142778,92.166666,208,,LRP418c,137.0,455.0,24.0,5820.0
N1,1001307,bridge,KOSUKONA,21.2142778,92.166666,2,A,LRP418c,137.0,455.0,24.0,5820.0
N1,1001308,link,link 1097,21.21375,92.1674438,100,,LRP419,137.0,455.0,24.0,5820.0
N1,1001309,link,link 1098,21.2127222,92.1678882,123,,LRP419a,137.0,455.0,24.0,5820.0
N1,1001310,link,link 1099,21.2105833,92.1681382,239,,LRP419b,137.0,455.0,24.0,5820.0
N1,1001311,link,link 1100,21.2096944,92.168416,103,,LRP419c,137.0,455.0,24.0,5820.0
N1,1001312,link,link 1101,21.2056389,92.1703327,493,,LRP420,137.0,455.0,24.0,5820.0
N1,1001313,link,link 1102,21.2011389,92.170416,500,,LRP420a,137.0,455.0,24.0,5820.0
N1,1001314,link,link 1103,21.1989997,92.1703604,238,,LRP420b,137.0,455.0,24.0,5820.0
N1,1001315,link,link 1104,21.1977219,92.1705549,144,,LRP420c,137.0,455.0,24.0,5820.0
N1,1001316,link,link 1105,21.1969441,92.1707493,89,,LRP421,137.0,455.0,24.0,5820.0
N1,1001317,link,link 1106,21.1965552,92.1708604,45,,LRP421a,137.0,455.0,24.0,5820.0
N1,1001318,link,link 1107,21.1925552,92.1697216,460,,LRP421b,137.0,455.0,24.0,5820.0
N1,1001319,bridge,Bridge start,21.1924302,92.16962435,0,B,LRP421b,137.0,455.0,24.0,5820.0
N1,1001320,link,link 1108,21.1923052,92.1695271,0,,LRP421c,137.0,455.0,24.0,5820.0
N1,1001321,link,link 1109,21.1906108,92.167916,252,,LRP421d,137.0,455.0,24.0,5820.0
N1,1001322,bridge,Batukhali Bridge (2 bridges at crossing),21.1906108,92.167916,9,A,LRP421d,137.0,455.0,24.0,5820.0
N1,1001323,link,link 1110,21.1897497,92.166666,161,,LRP422,137.0,455.0,24.0,5820.0
N1,1001324,link,link 1111,21.1866386,92.1638056,456,,LRP422a,137.0,455.0,24.0,5820.0
N1,1001325,link,link 1112,21.1859441,92.1610833,293,,LRP422b,137.0,455.0,24.0,5820.0
N1,1001326,bridge,Bridge start,21.18588855,92.161,0,B,LRP422b,137.0,455.0,24.0,5820.0
N1,1001327,link,link 1113,21.185833,92.1609167,0,,LRP422c,137.0,455.0,24.0,5820.0
N1,1001328,link,link 1114,21.1843052,92.1594167,230,,LRP423,137.0,455.0,24.0,5820.0
N1,1001329,link,link 1115,21.178666,92.1574722,659,,LRP423a,137.0,455.0,24.0,5820.0
N1,1001330,link,link 1116,21.1761938,92.1566111,289,,LRP424,137.0,455.0,24.0,5820.0
N1,1001331,link,link 1117,21.1742771,92.1557222,232,,LRP424a,137.0,455.0,24.0,5820.0
N1,1001332,link,link 1118,21.1718327,92.1551389,278,,LRP424b,137.0,455.0,24.0,5820.0
N1,1001333,link,link 1119,21.1698049,92.1545833,233,,LRP424c,137.0,455.0,24.0,5820.0
N1,1001334,bridge,Changkhali Boro Bridge (2 bridges at crossing),21.1696521,92.15444445,22,A,LRP424c,137.0,455.0,24.0,5820.0
N1,1001335,link,link 1120,21.1694993,92.1543056,0,,LRP424d,137.0,455.0,24.0,5820.0
N1,1001336,link,link 1121,21.168416,92.1532778,161,,LRP424e,137.0,455.0,24.0,5820.0
N1,1001337,bridge,JAM TOLI BOX CULVERT,21.168416,92.1532778,3,A,LRP424e,137.0,455.0,24.0,5820.0
N1,1001338,link,link 1122,21.1677216,92.1527778,93,,LRP425,137.0,455.0,24.0,5820.0
N1,1001339,link,link 1123,21.1673327,92.1524167,57,,LRP425a,137.0,455.0,24.0,5820.0
N1,1001340,link,link 1124,21.1652222,92.1521667,236,,LRP425b,137.0,455.0,24.0,5820.0
N1,1001341,bridge,DAIM PARA CULVERT,21.1650833,92.15218055,5,A,LRP425b,137.0,455.0,24.0,5820.0
N1,1001342,link,link 1125,21.1649444,92.1521944,0,,LRP425c,137.0,455.0,24.0,5820.0
N1,1001343,link,link 1126,21.16325,92.1522222,188,,LRP425d,137.0,455.0,24.0,5820.0
N1,1001344,link,link 1127,21.1624722,92.1522778,87,,LRP425e,137.0,455.0,24.0,5820.0
N1,1001345,link,link 1128,21.1604167,92.1525,230,,LRP425f,137.0,455.0,24.0,5820.0
N1,1001346,bridge,DAIM PARA CULVERT,21.1604167,92.1525,3,A,LRP425f,137.0,455.0,24.0,5820.0
N1,1001347,link,link 1129,21.1595,92.1526111,103,,LRP426,137.0,455.0,24.0,5820.0
N1,1001348,link,link 1130,21.1593056,92.1526111,22,,LRP426a,137.0,455.0,24.0,5820.0
N1,1001349,link,link 1131,21.1586667,92.1525,72,,LRP426b,137.0,455.0,24.0,5820.0
N1,1001350,bridge,PALONG KHALI CULVERT,21.1586667,92.1525,3,C,LRP426b,137.0,455.0,24.0,5820.0
N1,1001351,link,link 1132,21.1556389,92.1527778,338,,LRP426c,137.0,455.0,24.0,5820.0
N1,1001352,link,link 1133,21.1537778,92.1528611,207,,LRP426d,137.0,455.0,24.0,5820.0
N1,1001353,link,link 1134,21.1521944,92.1535278,189,,LRP426e,137.0,455.0,24.0,5820.0
N1,1001354,bridge,PALONG KHALI BAZAR (1),21.1521944,92.1535278,9,C,LRP426e,137.0,455.0,24.0,5820.0
N1,1001355,link,link 1135,21.1507222,92.1545,192,,LRP427,137.0,455.0,24.0,5820.0
N1,1001356,link,link 1136,21.147333,92.1574167,483,,LRP427a,137.0,455.0,24.0,5820.0
N1,1001357,link,link 1137,21.1442774,92.1586389,363,,LRP427b,137.0,455.0,24.0,5820.0
N1,1001358,bridge,Bridge start,21.14422185,92.15866665,0,B,LRP427b,137.0,455.0,24.0,5820.0
N1,1001359,link,link 1138,21.1441663,92.1586944,0,,LRP427c,137.0,455.0,24.0,5820.0
N1,1001360,link,link 1139,21.1435274,92.1589722,77,,LRP428,137.0,455.0,24.0,5820.0
N1,1001361,link,link 1140,21.1414997,92.1599167,246,,LRP428a,137.0,455.0,24.0,5820.0
N1,1001362,bridge,GIRA TALI RCC GIDER BRIDGE (2 bridges at crossing),21.14127745,92.16006945,15,C,LRP428a,137.0,455.0,24.0,5820.0
N1,1001363,link,link 1141,21.1410552,92.1602222,0,,LRP428b,137.0,455.0,24.0,5820.0
N1,1001364,link,link 1142,21.1381108,92.1648611,582,,LRP428c,137.0,455.0,24.0,5820.0
N1,1001365,bridge,GIVA TOLI BOX CULVERT,21.1381108,92.1648611,1,A,LRP428c,137.0,455.0,24.0,5820.0
N1,1001366,link,link 1143,21.1379719,92.1659167,111,,LRP429,137.0,455.0,24.0,5820.0
N1,1001367,link,link 1144,21.137833,92.1671104,125,,LRP429a,137.0,455.0,24.0,5820.0
N1,1001368,link,link 1145,21.1375552,92.1683049,128,,LRP429b,137.0,455.0,24.0,5820.0
N1,1001369,bridge,Kata Khali Bridge (2 bridges at crossing),21.1375552,92.1683049,12,D,LRP429b,137.0,455.0,24.0,5820.0
N1,1001370,link,link 1146,21.1372219,92.1708882,270,,LRP429c,137.0,455.0,24.0,5820.0
N1,1001371,link,link 1147,21.1371108,92.1727771,196,,LRP429d,137.0,455.0,24.0,5820.0
N1,1001372,link,link 1148,21.1368886,92.173916,121,,LRP429e,137.0,455.0,24.0,5820.0
N1,1001373,bridge,KHARA KANDI RCC GIDER BRIDGE (2 bridges at crossing),21.13680525,92.1740271,15,B,LRP429e,137.0,455.0,24.0,5820.0
N1,1001374,link,link 1149,21.1367219,92.1741382,0,,LRP429f,137.0,455.0,24.0,5820.0
N1,1001375,link,link 1150,21.1363886,92.1752493,121,,LRP430,137.0,455.0,24.0,5820.0
N1,1001376,link,link 1151,21.1363608,92.1755549,32,,LRP430a,137.0,455.0,24.0,5820.0
N1,1001377,link,link 1152,21.1353886,92.1770827,192,,LRP430b,137.0,455.0,24.0,5820.0
N1,1001378,link,link 1153,21.1333886,92.1806938,436,,LRP430c,137.0,455.0,24.0,5820.0
N1,1001379,bridge,DMONIR GONA RCC GIDER BRIDGE,21.1333747,92.18076325,3,A,LRP430c,137.0,455.0,24.0,5820.0
N1,1001380,link,link 1154,21.1333608,92.1808327,0,,LRP430d,137.0,455.0,24.0,5820.0
N1,1001381,link,link 1155,21.1329438,92.1824438,173,,LRP430e,137.0,455.0,24.0,5820.0
N1,1001382,link,link 1156,21.1326938,92.183333,96,,LRP431,137.0,455.0,24.0,5820.0
N1,1001383,link,link 1157,21.1319716,92.1846108,155,,LRP431a,137.0,455.0,24.0,5820.0
N1,1001384,bridge,BALUR KHALI -(1) RCC GIDER BRIDGE,21.1319716,92.1846108,5,B,LRP431a,137.0,455.0,24.0,5820.0
N1,1001385,link,link 1158,21.1309716,92.1856941,158,,LRP431b,137.0,455.0,24.0,5820.0
N1,1001386,link,link 1159,21.1269438,92.1902219,649,,LRP432,137.0,455.0,24.0,5820.0
N1,1001387,link,link 1160,21.1268327,92.1902774,14,,LRP432a,137.0,455.0,24.0,5820.0
N1,1001388,link,link 1161,21.1242771,92.1918886,330,,LRP432b,137.0,455.0,24.0,5820.0
N1,1001389,link,link 1162,21.1239993,92.1919997,33,,LRP432c,137.0,455.0,24.0,5820.0
N1,1001390,bridge,WHIKE KANG BRIDGE,21.1239993,92.1919997,3,A,LRP432c,137.0,455.0,24.0,5820.0
N1,1001391,link,link 1163,21.1229993,92.1926663,131,,LRP432d,137.0,455.0,24.0,5820.0
N1,1001392,bridge,MOA EX-KANG-BAZAR (2 bridges at crossing),21.1229993,92.1926663,13,C,LRP432d,137.0,455.0,24.0,5820.0
N1,1001393,link,link 1164,21.122166,92.1931941,108,,LRP432e,137.0,455.0,24.0,5820.0
N1,1001394,bridge,HOA EX KANG BAZAE,21.122166,92.1931941,3,A,LRP432e,137.0,455.0,24.0,5820.0
N1,1001395,link,link 1165,21.1214993,92.1935552,83,,LRP432f,137.0,455.0,24.0,5820.0
N1,1001396,bridge,Hoacx Kang Barbar Bridge (2 bridges at crossing),21.1214993,92.1935552,73,B,LRP432f,137.0,455.0,24.0,5820.0
N1,1001397,link,link 1166,21.1198604,92.1954719,270,,LRP433,137.0,455.0,24.0,5820.0
N1,1001398,link,link 1167,21.1190827,92.1960274,104,,LRP433a,137.0,455.0,24.0,5820.0
N1,1001399,link,link 1168,21.1175827,92.1966663,179,,LRP433b,137.0,455.0,24.0,5820.0
N1,1001400,link,link 1169,21.1165,92.1969163,123,,LRP433c,137.0,455.0,24.0,5820.0
N1,1001401,link,link 1170,21.1161389,92.1969997,41,,LRP433d,137.0,455.0,24.0,5820.0
N1,1001402,bridge,TASSI-PARA BAR,21.1161389,92.1969997,3,A,LRP433d,137.0,455.0,24.0,5820.0
N1,1001403,link,link 1171,21.1158333,92.1971386,37,,LRP433e,137.0,455.0,24.0,5820.0
N1,1001404,link,link 1172,21.1151667,92.1975552,86,,LRP433f,137.0,455.0,24.0,5820.0
N1,1001405,bridge,TAS SE BRIDGE HOANGK (2 bridges at crossing),21.1148889,92.19776355,13,B,LRP433f,137.0,455.0,24.0,5820.0
N1,1001406,link,link 1173,21.1146111,92.1979719,0,,LRP433g,137.0,455.0,24.0,5820.0
N1,1001407,link,link 1174,21.1121111,92.2002778,367,,LRP434,137.0,455.0,24.0,5820.0
N1,1001408,link,link 1175,21.1118611,92.2006389,47,,LRP434a,137.0,455.0,24.0,5820.0
N1,1001409,bridge,LAMBA-BIL PORA,21.1118611,92.2006389,1,A,LRP434a,137.0,455.0,24.0,5820.0
N1,1001410,link,link 1176,21.1090556,92.2045278,510,,LRP434b,137.0,455.0,24.0,5820.0
N1,1001411,bridge,LAMBA - BIL - (1) BOX CULVERT,21.1090556,92.2045278,3,A,LRP434b,137.0,455.0,24.0,5820.0
N1,1001412,link,link 1177,21.1078333,92.2058611,194,,LRP434c,137.0,455.0,24.0,5820.0
N1,1001413,bridge,LAMBA BIL (3) BOX CULVERT,21.1078333,92.2058611,1,A,LRP434c,137.0,455.0,24.0,5820.0
N1,1001414,link,link 1178,21.1078333,92.2069444,112,,LRP434d,137.0,455.0,24.0,5820.0
N1,1001415,link,link 1179,21.1058333,92.20725,225,,LRP435,137.0,455.0,24.0,5820.0
N1,1001416,link,link 1180,21.1053611,92.2073889,54,,LRP435a,137.0,455.0,24.0,5820.0
N1,1001417,bridge,LAMBA BIL BOX,21.1053611,92.2073889,1,C,LRP435a,137.0,455.0,24.0,5820.0
N1,1001418,link,link 1181,21.1043611,92.2075278,112,,LRP435b,137.0,455.0,24.0,5820.0
N1,1001419,link,link 1182,21.1026389,92.2077778,193,,LRP435c,137.0,455.0,24.0,5820.0
N1,1001420,link,link 1183,21.1012778,92.2081389,156,,LRP435d,137.0,455.0,24.0,5820.0
N1,1001421,link,link 1184,21.0996386,92.2091667,211,,LRP435e,137.0,455.0,24.0,5820.0
N1,1001422,link,link 1185,21.0975552,92.2105,270,,LRP436,137.0,455.0,24.0,5820.0
N1,1001423,link,link 1186,21.097333,92.2106111,27,,LRP436a,137.0,455.0,24.0,5820.0
N1,1001424,link,link 1187,21.0939441,92.2118611,399,,LRP436b,137.0,455.0,24.0,5820.0
N1,1001425,bridge,KUTUB DIA PARA CULVERT,21.0938052,92.21190275,3,A,LRP436b,137.0,455.0,24.0,5820.0
N1,1001426,link,link 1188,21.0936663,92.2119444,0,,LRP436c,137.0,455.0,24.0,5820.0
N1,1001427,link,link 1189,21.0923052,92.2123333,157,,LRP436d,137.0,455.0,24.0,5820.0
N1,1001428,bridge,KUTUB - DIA PARA (3),21.0923052,92.2123333,4,A,LRP436d,137.0,455.0,24.0,5820.0
N1,1001429,link,link 1190,21.090333,92.2129444,228,,LRP436e,137.0,455.0,24.0,5820.0
N1,1001430,bridge,KANGOR PARA,21.090333,92.2129444,3,A,LRP436e,137.0,455.0,24.0,5820.0
N1,1001431,link,link 1191,21.0891941,92.2135,139,,LRP437,137.0,455.0,24.0,5820.0
N1,1001432,link,link 1192,21.0864997,92.2151111,343,,LRP437a,137.0,455.0,24.0,5820.0
N1,1001433,bridge,KHANGOR PRAMARY (2),21.0864997,92.2151111,1,A,LRP437a,137.0,455.0,24.0,5820.0
N1,1001434,link,link 1193,21.0859441,92.2153889,68,,LRP437b,137.0,455.0,24.0,5820.0
N1,1001435,link,link 1194,21.0838608,92.2161111,243,,LRP437c,137.0,455.0,24.0,5820.0
N1,1001436,link,link 1195,21.0811104,92.2169438,318,,LRP438,137.0,455.0,24.0,5820.0
N1,1001437,link,link 1196,21.0803049,92.2174993,107,,LRP438a,137.0,455.0,24.0,5820.0
N1,1001438,bridge,KHANCHOR PARA (2),21.0803049,92.2174993,1,A,LRP438a,137.0,455.0,24.0,5820.0
N1,1001439,link,link 1197,21.0783327,92.2186382,249,,LRP438b,137.0,455.0,24.0,5820.0
N1,1001440,link,link 1198,21.077916,92.2189993,60,,LRP438c,137.0,455.0,24.0,5820.0
N1,1001441,link,link 1199,21.0765549,92.2209993,257,,LRP438d,137.0,455.0,24.0,5820.0
N1,1001442,link,link 1200,21.0745271,92.2220549,251,,LRP438e,137.0,455.0,24.0,5820.0
N1,1001443,bridge,NAYAPARA,21.0745271,92.2220549,6,A,LRP438e,137.0,455.0,24.0,5820.0
N1,1001444,link,link 1201,21.0735271,92.2226104,125,,LRP439,137.0,455.0,24.0,5820.0
N1,1001445,link,link 1202,21.0728327,92.2232216,100,,LRP439a,137.0,455.0,24.0,5820.0
N1,1001446,bridge,NOYA PARA,21.0728327,92.2232216,1,A,LRP439a,137.0,455.0,24.0,5820.0
N1,1001447,link,link 1203,21.071666,92.2242216,166,,LRP439b,137.0,455.0,24.0,5820.0
N1,1001448,bridge,GIMON KHALI BRIDGE,21.071666,92.2242216,6,B,LRP439b,137.0,455.0,24.0,5820.0
