vehicle_id,start_time,end_time,time_elapsed
Truck1168,5840,6511,671
Truck1169,5845,6516,671
Truck1167,5835,6521,686
Truck1174,5870,6524,654
Truck1176,5880,6548,668
Truck1171,5855,6549,694
Truck1179,5895,6551,656
Truck1175,5875,6552,677
Truck1173,5865,6559,694
Truck1178,5890,6561,671
Truck1180,5900,6561,661
Truck1182,5910,6565,655
Truck1184,5920,6569,649
Truck1181,5905,6585,680
Truck1186,5930,6588,658
Truck1185,5925,6600,675
Truck1187,5935,6606,671
Truck1188,5940,6607,667
Truck1189,5945,6608,663
Truck1191,5955,6618,663
Truck1183,5915,6624,709
Truck1193,5965,6626,661
Truck1190,5950,6628,678
Truck1198,5990,6640,650
Truck1199,5995,6640,645
Truck1196,5980,6645,665
Truck1192,5960,6653,693
Truck1197,5985,6664,679
Truck1209,6045,6665,620
Truck1200,6000,6667,667
Truck1195,5975,6677,702
Truck1194,5970,6680,710
Truck1202,6010,6684,674
Truck1214,6070,6697,627
Truck1207,6035,6698,663
Truck1208,6040,6699,659
Truck1205,6025,6701,676
Truck1201,6005,6709,704
Truck1203,6015,6711,696
Truck1216,6080,6713,633
Truck1206,6030,6716,686
Truck1211,6055,6720,665
Truck1218,6090,6720,630
Truck1204,6020,6723,703
Truck1210,6050,6727,677
Truck1219,6095,6734,639
Truck1213,6065,6736,671
Truck1224,6120,6762,642
Truck1215,6075,6763,688
Truck1222,6110,6764,654
Truck1212,6060,6766,706
Truck1223,6115,6770,655
Truck1235,6175,6770,595
Truck1221,6105,6774,669
Truck1228,6140,6781,641
Truck1217,6085,6794,709
Truck1220,6100,6813,713
Truck1227,6135,6816,681
Truck1243,6215,6818,603
Truck1226,6130,6825,695
Truck1231,6155,6826,671
Truck1225,6125,6831,706
Truck1230,6150,6831,681
Truck1229,6145,6845,700
Truck1232,6160,6845,685
Truck1239,6195,6850,655
Truck1234,6170,6853,683
Truck1244,6220,6856,636
Truck1236,6180,6857,677
Truck1237,6185,6863,678
Truck1248,6240,6868,628
Truck1238,6190,6875,685
Truck1240,6200,6877,677
Truck1233,6165,6881,716
Truck1246,6230,6889,659
Truck1250,6250,6899,649
Truck1241,6205,6905,700
Truck1245,6225,6905,680
Truck1242,6210,6916,706
Truck1251,6255,6927,672
Truck1253,6265,6927,662
Truck1259,6295,6936,641
Truck1263,6315,6947,632
Truck1270,6350,6947,597
Truck1247,6235,6955,720
Truck1262,6310,6958,648
Truck1254,6270,6962,692
Truck1252,6260,6964,704
Truck1264,6320,6964,644
Truck1255,6275,6968,693
Truck1268,6340,6971,631
Truck1257,6285,6978,693
Truck1258,6290,6978,688
Truck1249,6245,6979,734
Truck1266,6330,6980,650
Truck1267,6335,6988,653
Truck1256,6280,6990,710
Truck1261,6305,6990,685
Truck1265,6325,6997,672
Truck1260,6300,6998,698
Truck1269,6345,7001,656
Truck1272,6360,7034,674
Truck1284,6420,7039,619
Truck1276,6380,7040,660
Truck1273,6365,7046,681
Truck1277,6385,7049,664
Truck1278,6390,7051,661
Truck1279,6395,7062,667
Truck1271,6355,7063,708
Truck1275,6375,7066,691
Truck1280,6400,7067,667
Truck1274,6370,7069,699
Truck1285,6425,7072,647
Truck1281,6405,7073,668
Truck1288,6440,7074,634
Truck1282,6410,7095,685
Truck1283,6415,7098,683
Truck1286,6430,7100,670
Truck1290,6450,7100,650
Truck1299,6495,7109,614
Truck1289,6445,7112,667
Truck1301,6505,7122,617
Truck1287,6435,7125,690
Truck1292,6460,7125,665
Truck1298,6490,7133,643
Truck1300,6500,7137,637
Truck1294,6470,7139,669
Truck1295,6475,7144,669
Truck1310,6550,7144,594
Truck1304,6520,7148,628
Truck1302,6510,7151,641
Truck1307,6535,7153,618
Truck1291,6455,7161,706
Truck1297,6485,7161,676
Truck1293,6465,7168,703
Truck1303,6515,7169,654
Truck1305,6525,7173,648
Truck1311,6555,7187,632
Truck1313,6565,7194,629
