bridge_id,broken_pairs,broken_pct,road,name,avg_trucks_crossed,betweenness,combined_score,criticality_rank
1001079,34,11.11,N1,RAMU BRAC OFFICE,4988.3,0.2295310031745893,0.2545046797175607,265
1001076,34,11.11,N1,MARULA BOX CULVERT,4988.5,0.2306148147987046,0.2551677988287861,266
1001074,34,11.11,N1,MARULA (WEST),4987.6,0.2313361476187679,0.255585312312919,267
1001070,34,11.11,N1,Mitacmari Ramu Bridge (2 bridges at crossing),4987.9,0.2327759134284622,0.2564670097634655,268
1001059,34,11.11,N1,JOARIANALA BAZAR PC GIDER BRIDGE(L) (3 bridges at crossing),4988.5,0.2367153330708986,0.2588743755737916,269
1001038,34,11.11,N1,KALIRCHARA BOX CULVERT,4992.1,0.2441548480452605,0.263477532095058,270
1001030,34,11.11,N1,Goro Bazar Bridge (2 bridges at crossing),4992.5,0.2469609172936945,0.2651916798346528,271
1001027,34,11.11,N1,Eidgaon Bazar Bridge (2 bridges at crossing),4992.9,0.2480092059950127,0.2658378283964632,272
1001125,34,11.11,N1,MOHURI RARA BOX,4986.4,0.2126402158633774,0.2441982893539152,273
1001130,34,11.11,N1,LINK ROAD CULVERT,4985.7,0.2107734500225099,0.2430479283410199,274
1000993,34,11.11,N1,PAGOLARIBIL,4995.3,0.2597378118314531,0.2730192918726867,275
1001187,34,11.11,N1,DALA-3 SLAB CULVERT,4984.8,0.1890653194054477,0.2298376607302359,276
1001230,34,11.11,N1,Khulna Plong Bridge,4984.4,0.172169457390979,0.2195627816103957,277
1001222,34,11.11,N1,CONIA PARA,4984.0,0.1753467049347622,0.2214840008823411,278
1001217,34,11.11,N1,NORTH CONIA PARA BOX CULVERT,4984.7,0.1773246309422056,0.2227019010238837,279
1001212,34,11.11,N1,TOLA BAGAN,4985.1,0.1792965156362481,0.223909211650238,280
1001210,34,11.11,N1,TULA BAGAN,4984.5,0.1800835779461129,0.2243735802251589,281
1001205,34,11.11,N1,PARARHORA CULVERT,4984.6,0.1820470048013942,0.2255688330943979,282
1001203,34,11.11,N1,TELA BAGAN SLAB CULVERT,4984.6,0.1828306839757545,0.2260449839513618,283
1001199,34,11.11,N1,PANCR CHAR SLAB CULVERT,4984.6,0.1843951424940426,0.226995523774977,284
1001195,34,11.11,N1,PANAR CHORI SLAB CULVERT,4984.6,0.1859557345717542,0.2279437144115088,285
1001192,34,11.11,N1,DHALLA SLAB CULVERT,4984.6,0.1871236412784095,0.2286533157348842,286
1001190,34,11.11,N1,DALA SLAB CULVERT,4984.6,0.1879010374868329,0.2291256491628375,287
1001185,34,11.11,N1,DALA-2 SLAB CULVERT,4984.8,0.1898402990885108,0.2303085259162621,288
1001134,34,11.11,N1,BASIC ARIA (1),4985.0,0.2092756876041673,0.2421217678703954,289
1001182,34,11.11,N1,PANCHORI,4985.0,0.191000956219085,0.2310183351207698,290
1001179,34,11.11,N1,PANCHARA SLAB CULVERT,4985.0,0.192159438476835,0.2317222103006295,291
1001176,34,11.11,N1,PANAR CHORA SLAB CULVERT,4985.1,0.1933157458617607,0.2324270703662115,292
1001174,34,11.11,N1,PANCHARA SLAB CULVERT,4985.1,0.194085409189031,0.2328947054199981,293
1001172,34,11.11,N1,PANCHARA SLAB CULVERT,4984.1,0.1948541059061571,0.2333386901424456,294
1001168,34,11.11,N1,PANAR CHORH -3 SLAB CULVERT,4984.1,0.1963885995099769,0.2342710237661646,295
1001162,34,11.11,N1,CHALIYA TOLI -2 ARCH MASONRY,4984.7,0.1986830903396257,0.2356789572967026,296
1001155,34,11.11,N1,SOUTH MITHACHARI,4985.4,0.2013490011171596,0.2373148659148952,297
1001150,34,11.11,N1,SOUTH MITHACHARI,4984.9,0.2032459735250314,0.2384559043103976,298
1001145,34,11.11,N1,SOUTH MITTA CHORI,4985.3,0.2051369046195023,0.2396140288321935,299
1001143,34,11.11,N1,SHORAR COOL,4985.3,0.2058915854895384,0.240072560786032,300
1001003,34,11.11,N1,Bridge start,4994.8,0.2563172201838831,0.2709294639075692,301
1000989,34,11.11,N1,Bridge start,4995.7,0.2610992822194722,0.2738557245882513,302
1001237,34,11.11,N1,Jasoya check post.,4983.7,0.1693766790320269,0.2178497902910294,303
1000773,34,11.11,N1,Sangu Bridge (2 bridges at crossing),5010.4,0.3288770189163189,0.3153754134713958,304
1000825,34,11.11,N1,PODUA BAZAR BOX CULVERT,5006.5,0.3135905627918407,0.3059976628540264,305
1000822,34,11.11,N1,PODUA BAZAR BOX CULVERT,5005.5,0.3144902351834976,0.3065212262889237,306
1000820,34,11.11,N1,PODUA NOYA PARA BOX CULVERT,5006.0,0.3150888085152554,0.3068964413315546,307
1000817,34,11.11,N1,NOYA PARA BOX CULVERT,5006.3,0.3159848561188718,0.3074477843484998,308
1000814,34,11.11,N1,Khoria Nagar Bridge (2 bridges at crossing),5006.5,0.3168787288496638,0.3079954996442538,309
1000810,34,11.11,N1,RAJGHATA BRIDGE (2 bridges at crossing),5007.1,0.3180671760218821,0.3087314188447506,310
1000796,34,11.11,N1,KARANERHAT CULVERT,5009.1,0.3221962929051057,0.3112863298947509,311
1000793,34,11.11,N1,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,5009.7,0.3230749415261276,0.3118340204801914,312
1000788,34,11.11,N1,Noyakhalar Muk Bridge (2 bridges at crossing),5009.0,0.3245345228437767,0.312704694479972,313
1000785,34,11.11,N1,Pathanerpul Bridge (2 bridges at crossing),5009.0,0.3254073718039337,0.3132350234640465,314
1000777,34,11.11,N1,KATGOR CULVERT,5010.8,0.3277243363194337,0.3146842872859885,315
1000761,34,11.11,N1,MAZAR POINT BRIDGE (2 bridges at crossing),5012.3,0.332311868063515,0.3175061923122787,316
1000831,34,11.11,N1,TALOCKDNR PARA BOX CULVERT (2 bridges at crossing),5005.2,0.311784693390054,0.3048704637169537,317
1000758,34,11.11,N1,MAZAR POINT BRIDGE (2 bridges at crossing),5012.5,0.3331651431682532,0.3180292411436571,318
1000750,34,11.11,N1,Bridge start,5013.2,0.3354299107359697,0.3194214216019484,319
1000746,34,11.11,N1,Kanchon Nagar Bridge (2 bridges at crossing),5013.5,0.3365564948589631,0.3201128348987406,320
1000732,34,11.11,N1,Korna Bridge (2 bridges at crossing),5014.4,0.3404690910698997,0.3225108221340462,321
1000722,34,11.11,N1,Srimi Bridge (2 bridges at crossing),5015.1,0.3432348043448159,0.3242073691438288,322
1000710,34,11.11,N1,Patiya Bridge (2 bridges at crossing),5016.2,0.3465217621399588,0.3262298411511176,323
1000669,34,11.11,N1,Bridge end,5019.5,0.3574896457929622,0.3329698587997962,324
1000663,34,11.11,N1,RAZAKATI BRIDGE (2 bridges at crossing),5020.5,0.3590606289297233,0.3339474259111828,325
1000660,34,11.11,N1,HAFAS BAGAR BRIDGE (2 bridges at crossing),5020.5,0.3598428581888674,0.3344226958229904,326
1000656,34,11.11,N1,Bridge start,5020.6,0.3608824473988883,0.3350566398034927,327
1000652,34,11.11,N1,Bridge start,5020.6,0.3619181701683327,0.3356859282934549,328
1000828,34,11.11,N1,BARO AWLIA(R),5005.8,0.3126887155273595,0.3054335708426288,329
1000834,34,11.11,N1,AMIRABAD BOX CULVERT,5004.6,0.3108784963799241,0.304306035173544,330
1000981,34,11.11,N1,Bridge start,4996.5,0.2638106236737806,0.2755215424581306,331
1000909,34,11.11,N1,HARBANG,5000.4,0.2875167374587771,0.2900149415979591,332
1000966,34,11.11,N1,PASIYAKALI (2) (2 bridges at crossing),4998.2,0.2688527038381431,0.2786242363978251,333
1000954,34,11.11,N1,Bridge start,4997.6,0.2728472202587954,0.2810374024826077,334
1000951,34,11.11,N1,DIDDA BAZAR BOX CULVERT,4997.7,0.2738404121818976,0.2816431562181093,335
1000942,34,11.11,N1,NOL BELA BOX CULVERT,4998.8,0.2768069387142586,0.2834709393458626,336
1000937,34,11.11,N1,BANIYAR CHORA,4998.6,0.2784465511712536,0.2844625288864975,337
1000933,34,11.11,N1,BODOITOLI BOX CULVERT,4998.0,0.2797538913912009,0.2852430099483265,338
1000930,34,11.11,N1,BODAITALI BOX CULVERT,4998.3,0.280731859204533,0.285844126366601,339
1000927,34,11.11,N1,BODOI TOLA RCC GIDER BRIDGE (2 bridges at crossing),4998.3,0.2817076521450408,0.2864370024567707,340
1000918,34,11.11,N1,HARBANG,4999.8,0.2846219817296183,0.2882422967727254,341
1000916,34,11.11,N1,ALIPUR BOX CULVERT,4999.9,0.2852669523482947,0.2886364768465296,342
1000912,34,11.11,N1,HARBANGCHORA (2 bridges at crossing),5000.3,0.2865539937552152,0.2894276877107392,343
1000906,34,11.11,N1,HARBANG,5000.0,0.2884773062895147,0.2905893425501607,344
1000840,34,11.11,N1,AMIRABAD LOHAGORA BOX CULVERT,5004.7,0.3090595777411916,0.3032031957784603,345
1000903,34,11.11,N1,GHOIL MARA BOX CULVERT,5000.6,0.289435700247428,0.291185485119196,346
1000900,34,11.11,N1,HARBHANG CHOR,5001.3,0.290391919332517,0.2917826125739537,347
1000890,34,11.11,N1,AZIZNAGOR BOX CULVERT,5001.9,0.2935636088679714,0.293723517924035,348
1000878,34,11.11,N1,SANTI RCC GIDER BRIDGE (2 bridges at crossing),5003.4,0.2973377381757601,0.2960512127176578,349
1000874,34,11.11,N1,BONPUKR PARA BOX CULVERT,5002.4,0.2985880483972033,0.2967878180561796,350
1000871,34,11.11,N1,Rataykul Bridge (2 bridges at crossing),5002.4,0.2995232437116573,0.2973560276819738,351
1000861,34,11.11,N1,HATIAR PULL PC GIDER BRIDGE (2 bridges at crossing),5003.1,0.3026248540116616,0.2992566603196255,352
1000857,34,11.11,N1,Aadunagor bridge (2 bridges at crossing),5003.3,0.3038587318606544,0.3000109572545247,353
1000852,34,11.11,N1,ZADUNAGOR BUS STATION BOX CULVERT,5003.7,0.3053956419898346,0.3009539843339981,354
1000846,34,11.11,N1,DIGIRPARK BOX CULVERT,5003.3,0.3072319596111617,0.3020604761605867,355
1000843,34,11.11,N1,LOHAGORA L.S BOX CULVERT,5003.6,0.3081468561125888,0.3026232714645634,356
1001234,34,11.11,N1,JASOYA PALONG RCC GIDER BRIDGE,4983.9,0.1705750339582226,0.2185825040696001,357
1001112,34,11.11,N1,Sarkarpara Bridge (2 bridges at crossing),4986.6,0.2174655337029167,0.247134687440895,358
1001358,34,11.11,N1,Bridge start,4977.2,0.1192301530168023,0.1872316582157787,359
1001334,34,11.11,N1,Changkhali Boro Bridge (2 bridges at crossing),4977.8,0.1294578549519316,0.1934596831688474,360
1001362,34,11.11,N1,GIRA TALI RCC GIDER BRIDGE (2 bridges at crossing),4976.8,0.1175120034855961,0.1861785129917716,361
1001354,34,11.11,N1,PALONG KHALI BAZAR (1),4977.0,0.1209444361074319,0.1882686164319615,362
1001350,34,11.11,N1,PALONG KHALI CULVERT,4977.3,0.122654852757485,0.189314756978345,363
1001346,34,11.11,N1,DAIM PARA CULVERT,4977.4,0.1243614029669615,0.1903539357307315,364
1001341,34,11.11,N1,DAIM PARA CULVERT,4977.8,0.1264891535467463,0.1916559479613848,365
1001365,34,11.11,N1,GIVA TOLI BOX CULVERT,4976.5,0.1162208539855631,0.1853871124197428,366
1001369,34,11.11,N1,Kata Khali Bridge (2 bridges at crossing),4976.3,0.114495938183348,0.1843344687252535,367
1001373,34,11.11,N1,KHARA KANDI RCC GIDER BRIDGE (2 bridges at crossing),4975.8,0.1127671559405563,0.1832725569333103,368
1001379,34,11.11,N1,DMONIR GONA RCC GIDER BRIDGE,4976.2,0.1101667330002878,0.1817018070093675,369
1001384,34,11.11,N1,BALUR KHALI -(1) RCC GIDER BRIDGE,4976.0,0.1079930684386563,0.1803765107890126,370
1001390,34,11.11,N1,WHIKE KANG BRIDGE,4975.2,0.1053766964310095,0.178768394826869,371
1001392,34,11.11,N1,MOA EX-KANG-BAZAR (2 bridges at crossing),4975.2,0.1045026392081723,0.178237331721831,372
1001394,34,11.11,N1,HOA EX KANG BAZAE,4975.2,0.1036276153751909,0.1777056813200221,373
1001396,34,11.11,N1,Hoacx Kang Barbar Bridge (2 bridges at crossing),4975.2,0.1027516249320654,0.1771734436214424,374
1001402,34,11.11,N1,TASSI-PARA BAR,4974.6,0.100117853941824,0.1755593689243373,375
1001337,34,11.11,N1,JAM TOLI BOX CULVERT,4977.8,0.1281870042649256,0.1926875347393769,376
1001326,34,11.11,N1,Bridge start,4978.1,0.1328361574056957,0.1955192042933267,377
1001409,34,11.11,N1,LAMBA-BIL PORA,4975.1,0.0970341259294862,0.173697276918428,378
1001322,34,11.11,N1,Batukhali Bridge (2 bridges at crossing),4978.4,0.1345195089717129,0.1965489005301265,379
1001244,34,11.11,N1,Bridge start,4982.8,0.1665720596988091,0.2161249919793067,380
1001252,34,11.11,N1,Bridge start,4982.6,0.1633522813086838,0.2141640938287031,381
1001257,34,11.11,N1,COURT BAZAR,4981.8,0.1613320661074343,0.2129181931499791,382
1001259,34,11.11,N1,COURT BAZAR,4982.5,0.1605222884591823,0.2124423294044001,383
1001266,34,11.11,N1,EJILA,4981.7,0.1576804546354152,0.2106972264704566,384
1001271,34,11.11,N1,Bridge start,4981.4,0.1556433237566433,0.209452579615527,385
1001274,34,11.11,N1,Bridge start,4981.0,0.1544181453989478,0.2086989557446516,386
1001278,34,11.11,N1,JADIMORA (3),4981.5,0.1527811911198492,0.207715900180507,387
1001281,34,11.11,N1,JADIMORA (1),4981.4,0.151550938058897,0.2069661119119552,388
1001283,34,11.11,N1,WEST OGALA,4981.4,0.1507295610889153,0.2064670564809284,389
1001287,34,11.11,N1,OKYIA STATION,4980.8,0.1490839073185195,0.2054533459078211,390
1001290,34,11.11,N1,UKLIA-SHAHABMARKAT,4980.7,0.1478471296390943,0.2046995933860661,391
1001295,34,11.11,N1,Bridge start,4979.8,0.1457810004559983,0.2034234898072701,392
1001307,34,11.11,N1,KOSUKONA,4979.0,0.1407976418578923,0.200377230877516,393
1001319,34,11.11,N1,Bridge start,4978.4,0.1357794852945973,0.197314441870925,394
1001405,34,11.11,N1,TAS SE BRIDGE HOANGK (2 bridges at crossing),4974.3,0.0987977061374669,0.1747503494491831,395
1001240,34,11.11,N1,Bridge start,4983.2,0.1681761492330069,0.2171088361843539,396
1001411,34,11.11,N1,LAMBA - BIL - (1) BOX CULVERT,4975.1,0.0961508859102797,0.173160634494067,397
1001438,34,11.11,N1,KHANCHOR PARA (2),4975.0,0.0841325386831338,0.1658561737902891,398
1001413,34,11.11,N1,LAMBA BIL (3) BOX CULVERT,4975.0,0.095266679280929,0.1726210984694782,399
1001454,34,11.11,N1,NINA BAZAR BOX CULVERT,4973.2,0.0769274266687255,0.1614369501981759,400
1001450,34,11.11,N1,GIM - MOGARI BRIDGE (2 bridges at crossing),4973.3,0.0787345043331924,0.1625372078147304,401
1001448,34,11.11,N1,GIMON KHALI BRIDGE,4973.5,0.0796365932502096,0.1630899151330366,402
1001443,34,11.11,N1,NAYAPARA,4974.0,0.0818875866233722,0.1644691140054297,403
1001446,34,11.11,N1,NOYA PARA,4973.5,0.0805377155570827,0.1636374225476583,404
1001433,34,11.11,N1,KHANGOR PRAMARY (2),4975.3,0.0863714494294946,0.167223418846133,405
1001430,34,11.11,N1,KANGOR PARA,4974.3,0.0877118960468786,0.1680147896085363,406
1001428,34,11.11,N1,KUTUB - DIA PARA (3),4974.4,0.0886043188624545,0.1685593176556772,407
1001425,34,11.11,N1,KUTUB DIA PARA CULVERT,4974.4,0.089941140691798,0.169371549089758,408
1001417,34,11.11,N1,LAMBA BIL BOX,4974.9,0.0934953661917952,0.171542570833445,409
7000073,0,0.0,N207,NEAR SHRIMANGAL THANA,5290.2,0.1189322558530056,0.1942693905120582,410
2000025,0,0.0,N2,SHAWGHAT BOX CULVERT,20780.8,0.0927244946018448,0.5356062197401139,411
2000021,0,0.0,N2,GOLA GANDE BRIDGE (2 bridges at crossing),20781.5,0.0929608307820866,0.5357659579247838,412
2000004,0,0.0,N2,JATRAMURA BRIDGE (2 bridges at crossing),12111.3,0.0096313034761958,0.2851751555904846,413
7000077,0,0.0,N207,3 NUMBER POLE,5290.1,0.1177149312027312,0.1935274573378165,414
7000075,0,0.0,N207,2 NUMBER POLE,5290.2,0.1183234122884664,0.1938994669585212,415
7000053,0,0.0,N207,Motiganj Bridge (2 bridges at crossing),5290.1,0.1250759091028818,0.197999869072006,416
7000068,0,0.0,N207,SIRMONGAL BOX CULVERT,5290.0,0.1204578083129922,0.1951916790337332,417
7000064,0,0.0,N207,Sreemangal Basti Bridge (2 bridges at crossing),5290.0,0.1216832283232238,0.195936224514974,418
7000059,0,0.0,N207,AMANATUR BOX CULVERT,5290.3,0.1232220716726922,0.1968781198845322,419
7000057,0,0.0,N207,BILASHER PARA BOX CULVERT,5290.3,0.1238397355547967,0.1972534025211031,420
2000032,0,0.0,N2,ADURI BOX CULVERT,20778.4,0.0923098188500094,0.5352989181424572,421
7000050,0,0.0,N207,Mofigauj box culvert,5290.3,0.1260016799684305,0.1985669651611979,422
2000029,0,0.0,N2,ADURI BOX CULVERT,20779.9,0.0924865876801187,0.5354409145912781,423
2000051,0,0.0,N2,FURINGDIA BOX CULVERT,20773.6,0.0912180326922049,0.5345248638738586,424
2000035,0,0.0,N2,BANTI BOX CULVERT,20777.8,0.0921359498503325,0.5351794403150602,425
2000037,0,0.0,N2,BANTI BRIDGE (2 bridges at crossing),20776.9,0.092020802416912,0.5350887218561218,426
2000041,0,0.0,N2,PATCHRUKHI CULVERT,20775.6,0.0917896617661948,0.5349183025708544,427
2000044,0,0.0,N2,PUTCHRUCLAI CULVERT,20774.9,0.0916171218554661,0.5347973259730605,428
2000048,0,0.0,N2,SON PARA,20774.4,0.0913892435139855,0.5346473392420494,429
7000044,0,0.0,N207,MOTIGAMJ BOX CULVERT,5290.0,0.1278512884792395,0.1996838386218424,430
2000054,0,0.0,N2,PURINDA BAZAR BOX CULVERT,20773.5,0.0910470635229604,0.5344186794540583,431
2000056,0,0.0,N2,PURINDHA BOX CULVERT,20773.8,0.090932399394612,0.5343559302849871,432
2000059,0,0.0,N2,SHAT GRAM BOX CULVERT,20772.9,0.0907594970050792,0.5342301208439906,433
2000063,0,0.0,N2,BAGBARI BOX CULVERT,20771.6,0.0905298062695783,0.5340605825038794,434
3000248,0,0.0,N102,Bridge Start,13469.0,0.3955912428020771,0.5509908866727904,435
3000239,0,0.0,N102,Bridge Start,13474.4,0.3958063135591479,0.551246100590972,436
3000231,0,0.0,N102,Bridge start,13478.8,0.3959985481515635,0.5514643765883741,437
3000216,0,0.0,N102,Bridge start,13487.1,0.3963683973579645,0.5518805142022354,438
7000047,0,0.0,N207,LAYER KAL BRIDGE (2 bridges at crossing),5289.9,0.1269270883551751,0.1991200031933599,439
6000106,0,0.0,N204,NEAR SHAIS TAGAMJ BOX CULVERT,0.0,0.0143571208840229,0.0087231556434325,440
7000025,0,0.0,N207,DHLKI BOX CULVERT,5289.1,0.1341051352855475,0.2034628185860121,441
7000016,0,0.0,N207,Karangi Bridge (2 bridges at crossing),5288.2,0.137696575276094,0.2056241630069812,442
5000027,0,0.0,N105,Bridge Start,9900.3,0.0885493429105066,0.2821321171313026,443
5000032,0,0.0,N105,Bridge Start,9900.4,0.0883897314104557,0.2820374460554734,444
5000021,0,0.0,N105,Bridge Start,9900.6,0.0887642928413094,0.2822696361610901,445
5000009,0,0.0,N105,KHAJLA PUR,9900.5,0.0892027713679442,0.2825337423553086,446
5000006,0,0.0,N105,LALADI CULVERT,9899.9,0.0893175563225607,0.2825896460261057,447
7000079,0,0.0,N207,4 NUMBER POLE,5290.1,0.1171066917695321,0.1931579008447613,448
5000003,0,0.0,N105,MODONPUR COLLEGE,9899.3,0.0894337911923933,0.2826464306420591,449
6000002,0,0.0,N204,JOGIDISH PUR TEMORIA,0.0,0.0350126130541183,0.0212731003396532,450
6000005,0,0.0,N204,Telaria Chara Bridge (2 bridges at crossing),0.0,0.0336061952943968,0.0204185835380715,451
6000008,0,0.0,N204,UTTOR SUMA BRIDGE,0.0,0.032197602661851,0.0195627453187553,452
6000010,0,0.0,N204,NOYAHADI CULVERT,0.0,0.0312574534704083,0.0189915257970106,453
6000013,0,0.0,N204,DOKHIR SHURMA CULVERT,0.0,0.02984596100743,0.0181339256873819,454
6000025,0,0.0,N204,20 NOVEMBER AMTOLI,0.0,0.0256198206309886,0.0155661907931442,455
6000038,0,0.0,N204,CHANTRI CHARA CULVERTR,0.0,0.0228669149404821,0.0138935695897732,456
6000043,0,0.0,N204,CHANDRI CULVERT,0.0,0.0218090809639906,0.0132508466861779,457
6000050,0,0.0,N204,Ram Bhanga Bridge,0.0,0.0203273884392943,0.0123505941485665,458
6000055,0,0.0,N204,RAMAGANJA CULVERT,0.0,0.0192690711577307,0.0117075775965858,459
6000057,0,0.0,N204,LABONGO GIRDER BRIDGE,0.0,0.0188452126095259,0.0114500479625696,460
6000060,0,0.0,N204,CHANDRI CULVERT (2 bridges at crossing),0.0,0.0182088206558788,0.0110633864510634,461
6000072,0,0.0,N204,CHANDPUR STEEL BEAM AND RCC SLAB (2 bridges at crossing),0.0,0.015669898286031,0.0095207780703385,462
6000090,0,0.0,N204,PICE MILL BOX CULVERT,0.0,0.0119070058211679,0.0072345051535291,463
6000092,0,0.0,N204,NORPATI BOX CULVERT,0.0,0.0114931154400746,0.0069830320174622,464
6000095,0,0.0,N204,NORPATI BOX CULVERT,0.0,0.0108734579245478,0.0066065380813014,465
6000100,0,0.0,N204,DORGAPUR RCC GIDER BRIDGE (2 bridges at crossing),0.0,0.0115315986064381,0.0070064137701516,466
7000003,0,0.0,N207,Mirpur Bridge (2 bridges at crossing),5288.7,0.142909987088505,0.2088032796578264,467
7000007,0,0.0,N207,Binagou Bridge (2 bridges at crossing),5288.7,0.1413063808593792,0.2078289543149919,468
7000011,0,0.0,N207,Natun Bazar Bridge (2 bridges at crossing),5288.5,0.1397015663675733,0.2068492822442802,469
2000464,0,0.0,N2,SATANKONADI BRIDGE,29387.2,0.3842915098039642,0.911247347578973,470
7000116,0,0.0,N207,BAYULPUR CULVERT,5292.4,0.1059254289272101,0.1864173904275002,471
7000082,0,0.0,N207,ZOINAG SARA CULVET,5290.1,0.1161949367510734,0.1926039331656602,472
8000169,0,0.0,N208,Bridge start,832.5,0.0249447038584418,0.0343559769827777,473
1000190,0,0.0,N1,Bridge start,15545.9,0.1199169295242127,0.4313952260123382,474
8000211,0,0.0,N208,Bridge start,832.1,0.0157530871715609,0.0287620733628738,475
8000202,0,0.0,N208,Bridge start,831.8,0.0139444387656098,0.027656248782153,476
8000197,0,0.0,N208,Bridge start,831.9,0.0155937173240461,0.0286606302008669,477
8000192,0,0.0,N208,Bridge start,831.8,0.0172487955433472,0.0296639227932921,478
8000188,0,0.0,N208,Bridge start,831.8,0.018573413919621,0.030468739605641,479
8000183,0,0.0,N208,Bridge start,832.0,0.020234473039189,0.0314825850072063,480
8000177,0,0.0,N208,Bridge start,832.2,0.0222402495014104,0.0327058751196748,481
8000163,0,0.0,N208,Bridge start,832.2,0.0269815930846777,0.0355866391927737,482
1000151,0,0.0,N1,Bridge start,15563.3,0.1057377253198452,0.4231814664822761,483
8000158,0,0.0,N208,NURPUR,832.4,0.028756772614388,0.0366698223193471,484
8000156,0,0.0,N208,NURPUR BOX CULVERT,832.4,0.0295390018735321,0.0371450922311547,485
8000154,0,0.0,N208,NURPUR CULVERT,832.4,0.030320627001336,0.0376199950824805,486
8000152,0,0.0,N208,NURPUR CULVERT,832.4,0.0311014063452639,0.0380943840491318,487
8000149,0,0.0,N208,LUTPURBOX CULVERT,832.4,0.0322711254459395,0.0388050865539526,488
8000146,0,0.0,N208,FARIDPUR BOX CULVERT,832.4,0.0334408445466151,0.0395157890587733,489
8000138,0,0.0,N208,Karmada culvert,832.4,0.0365563498674415,0.0414087199633082,490
8000134,0,0.0,N208,PALBARI CULVERT,832.3,0.0381101756741441,0.0423504932189873,491
1000161,0,0.0,N1,Bridge start,15559.1,0.1093327900984323,0.4252689052520609,492
1000146,0,0.0,N1,Bridge start,15566.4,0.10394273028218,0.4221623517859755,493
7000084,0,0.0,N207,6-NUMSER POLE BOX CULVERT,5290.9,0.1155876639280184,0.1922534143970304,494
1000067,0,0.0,N1,Bridge start,15586.7,0.1014737663215143,0.4211304286107749,495
1000027,0,0.0,N1,NAYABARI KASPUR BOX CULVERT,9527.3,0.0119685668047227,0.2270003578581781,496
1000030,0,0.0,N1,NAYABARI BOX CULVERT,9527.4,0.0134099033559012,0.2278783970590635,497
1000035,0,0.0,N1,Madanpur Bridge.(L) (3 bridges at crossing),15593.6,0.1006056295858099,0.4207620976369789,498
1000042,0,0.0,N1,Langalbandhu bridge,15591.9,0.1007987099621016,0.4208402030081896,499
1000046,0,0.0,N1,Bridge start,15590.3,0.1009104742600176,0.4208712083420096,500
1000049,0,0.0,N1,Darikandi Bridge (R) (2 bridges at crossing),15590.8,0.1009927569485374,0.4209327334969119,501
1000053,0,0.0,N1,DARIKANDI BRIDGE (R) (2 bridges at crossing),15588.8,0.101101621416021,0.4209527517265922,502
1000061,0,0.0,N1,SHADIPUR BOX CULVERT,15587.1,0.1013153630841436,0.4210434105662797,503
1000070,0,0.0,N1,SANGAKADI CULVERT,15586.6,0.1015520617431895,0.4211756933457567,504
1000132,0,0.0,N1,Bridge start,15571.0,0.1031019002830476,0.421757566966449,505
1000084,0,0.0,N1,Bridge end,15582.9,0.1019178028564779,0.4213125785335234,506
1000089,0,0.0,N1,Anarpara Bridge (L) (4 bridges at crossing),15582.0,0.1020481743996686,0.42137103345438,507
1000093,0,0.0,N1,Bridge start,15580.3,0.1021520849901635,0.42139496069848,508
1000096,0,0.0,N1,Alipur bridge(R) (4 bridges at crossing),15580.6,0.1022303804118387,0.4214494506472891,509
1000101,0,0.0,N1,Bhaber char Bridge(R) (4 bridges at crossing),15580.3,0.1023565230356488,0.4215191739655141,510
1000107,0,0.0,N1,NOYAPARA,15577.9,0.1025035686038258,0.4215531652038155,511
1000113,0,0.0,N1,Bridge start,15577.2,0.1026478351678385,0.4216246751226666,512
1000124,0,0.0,N1,Bridge start,15573.7,0.1029118405634563,0.4217043599322154,513
8000129,0,0.0,N208,MIRJAPUR BOX CULVERT,832.2,0.0400513704961102,0.0435276256555831,514
8000126,0,0.0,N208,Mirzapur box culvert,832.2,0.0412134775419007,0.0442337031983334,515
8000120,0,0.0,N208,Bridge start,832.1,0.0435356375869254,0.0456423039747392,516
7000114,0,0.0,N207,UTTOR KALAPUR,5291.6,0.1065198941658553,0.1867601275139163,517
8000005,0,0.0,N208,BONOVITI BOX CULVERT (2 bridges at crossing),832.4,0.0876211555195976,0.0724348742461699,518
8000003,0,0.0,N208,BONOVITI BOX CULVERT (2 bridges at crossing),832.4,0.0883850191860031,0.0728989855193314,519
7000192,0,0.0,N207,Bridge start,360.7,0.0183982762441299,0.019497333186897,520
7000188,0,0.0,N207,Bridge start,360.7,0.0167649467530719,0.018504948468359,521
7000182,0,0.0,N207,GORA KHAL BOX CULVERT,360.9,0.0143138650800727,0.0170203232885984,522
7000171,0,0.0,N207,Bridge start,361.0,0.0116826314414597,0.0154239343697144,523
7000147,0,0.0,N207,KODALIPUR BOX CULVERT,361.0,0.0199840001855891,0.0204677124498413,524
3000202,0,0.0,N102,MODINAGOR RCC GIDER BRIDGE,13493.0,0.3967361925178091,0.5522400525274949,525
7000109,0,0.0,N207,KASIM PUR,5291.0,0.1080195898044861,0.1876574806331438,526
8000109,0,0.0,N208,RAJAPUR BOX CULVERT,832.1,0.0477825600814659,0.04822266574955,527
7000107,0,0.0,N207,LAMWA CULVERT,5291.2,0.1086248085809848,0.1880298144307038,528
7000105,0,0.0,N207,SHIRAZ NAGAR,5291.3,0.1092301481837516,0.1883999153369033,529
