bridge_id,name,road,condition,length,broken_down,total_delay_min,vehicles_delayed,replication,seed
3000194,AWARON CULVERT,N102,B,3,False,0,0,2,2345678
3000199,Bridge start,N102,B,0,False,0,0,2,2345678
3000202,MODINAGOR RCC GIDER BRIDGE,N102,B,27,False,0,0,2,2345678
3000211,Bridge start,N102,B,0,False,0,0,2,2345678
3000216,Bridge start,N102,B,0,False,0,0,2,2345678
3000231,Bridge start,N102,B,0,False,0,0,2,2345678
3000239,Bridge Start,N102,B,0,False,0,0,2,2345678
3000248,Bridge Start,N102,B,0,False,0,0,2,2345678
4000002,S.S.SK ROAD SLAB CULVERT,N104,B,3,False,0,0,2,2345678
4000007,PAZGACIA SLAB CULVERT,N104,C,3,False,0,0,2,2345678
4000018,SILONIA PC GIDER BRIDGE (2 bridges at crossing),N104,A,87,False,0,0,2,2345678
4000027,Matuvhuia Bridge (2 bridges at crossing),N104,A,49,False,0,0,2,2345678
4000051,Bridge start,N104,B,0,False,0,0,2,2345678
4000076,Bridge start,N104,B,0,False,0,0,2,2345678
4000083,Bridge start,N104,B,0,False,0,0,2,2345678
4000091,CONTRACTOR MOSJIDE BOX CULNERT,N104,A,6,False,0,0,2,2345678
4000095,AKLASPUR CULVERT,N104,B,3,False,0,0,2,2345678
4000108,Bridge start,N104,B,0,False,0,0,2,2345678
4000113,TOWN HALL MORE CULVERT,N104,C,1,False,0,0,2,2345678
4000115,TOWN HALL MORE CULVERT,N104,C,1,False,0,0,2,2345678
4000118,BOXSI MAZIR BOX CULVERT,N104,A,6,False,0,0,2,2345678
4000124,POKIR PUR BOX CULVERT,N104,B,4,False,0,0,2,2345678
4000130,Bridge start,N104,B,0,False,0,0,2,2345678
5000003,MODONPUR COLLEGE,N105,A,6,False,0,0,2,2345678
5000006,LALADI CULVERT,N105,A,6,False,0,0,2,2345678
5000009,KHAJLA PUR,N105,A,6,False,0,0,2,2345678
5000021,Bridge Start,N105,B,0,False,0,0,2,2345678
5000027,Bridge Start,N105,B,0,False,0,0,2,2345678
5000032,Bridge Start,N105,B,0,False,0,0,2,2345678
5000050,CHAPRY,N105,A,4,False,0,0,2,2345678
5000065,ULAKOLA,N105,A,209,False,0,0,2,2345678
5000073,Ulukhola Bridge (2 bridges at crossing),N105,A,175,False,0,0,2,2345678
5000078,SHAMMUDDA,N105,A,4,False,0,0,2,2345678
5000087,"Gazipur 17 km, Tangail 75 km, Bangabandhu 98 km, / Bridge start",N105,B,0,False,0,0,2,2345678
5000092,DIRASURAM,N105,A,13,False,0,0,2,2345678
6000002,JOGIDISH PUR TEMORIA,N204,C,4,False,0,0,2,2345678
6000005,Telaria Chara Bridge (2 bridges at crossing),N204,A,40,False,0,0,2,2345678
6000008,UTTOR SUMA BRIDGE,N204,C,4,False,0,0,2,2345678
6000010,NOYAHADI CULVERT,N204,C,13,False,0,0,2,2345678
6000013,DOKHIR SHURMA CULVERT,N204,B,10,False,0,0,2,2345678
6000025,20 NOVEMBER AMTOLI,N204,B,10,False,0,0,2,2345678
6000038,CHANTRI CHARA CULVERTR,N204,A,6,False,0,0,2,2345678
6000043,CHANDRI CULVERT,N204,A,2,False,0,0,2,2345678
6000050,Ram Bhanga Bridge,N204,A,50,False,0,0,2,2345678
6000055,RAMAGANJA CULVERT,N204,B,9,False,0,0,2,2345678
6000057,LABONGO GIRDER BRIDGE,N204,A,40,False,0,0,2,2345678
6000060,CHANDRI CULVERT (2 bridges at crossing),N204,A,2,False,0,0,2,2345678
6000072,CHANDPUR STEEL BEAM AND RCC SLAB (2 bridges at crossing),N204,A,39,False,0,0,2,2345678
6000090,PICE MILL BOX CULVERT,N204,A,3,False,0,0,2,2345678
6000092,NORPATI BOX CULVERT,N204,C,3,False,0,0,2,2345678
6000095,NORPATI BOX CULVERT,N204,C,24,False,0,0,2,2345678
6000100,DORGAPUR RCC GIDER BRIDGE (2 bridges at crossing),N204,A,18,False,0,0,2,2345678
6000106,NEAR SHAIS TAGAMJ BOX CULVERT,N204,A,4,False,0,0,2,2345678
7000003,Mirpur Bridge (2 bridges at crossing),N207,B,22,False,0,0,2,2345678
7000007,Binagou Bridge (2 bridges at crossing),N207,A,20,False,0,0,2,2345678
7000011,Natun Bazar Bridge (2 bridges at crossing),N207,B,30,False,0,0,2,2345678
7000016,Karangi Bridge (2 bridges at crossing),N207,B,38,False,0,0,2,2345678
7000025,DHLKI BOX CULVERT,N207,C,19,False,0,0,2,2345678
7000044,MOTIGAMJ BOX CULVERT,N207,A,14,False,0,0,2,2345678
7000047,LAYER KAL BRIDGE (2 bridges at crossing),N207,A,24,False,0,0,2,2345678
7000050,Mofigauj box culvert,N207,A,2,False,0,0,2,2345678
7000053,Motiganj Bridge (2 bridges at crossing),N207,A,46,False,0,0,2,2345678
7000057,BILASHER PARA BOX CULVERT,N207,B,23,False,0,0,2,2345678
7000059,AMANATUR BOX CULVERT,N207,A,18,False,0,0,2,2345678
7000064,Sreemangal Basti Bridge (2 bridges at crossing),N207,A,13,False,0,0,2,2345678
7000068,SIRMONGAL BOX CULVERT,N207,A,17,False,0,0,2,2345678
7000073,NEAR SHRIMANGAL THANA,N207,A,3,False,0,0,2,2345678
7000075,2 NUMBER POLE,N207,B,9,False,0,0,2,2345678
7000077,3 NUMBER POLE,N207,B,4,False,0,0,2,2345678
7000079,4 NUMBER POLE,N207,B,6,False,0,0,2,2345678
7000082,ZOINAG SARA CULVET,N207,A,19,False,0,0,2,2345678
7000084,6-NUMSER POLE BOX CULVERT,N207,B,9,False,0,0,2,2345678
7000087,ESUPPUR CULVERT,N207,B,6,False,0,0,2,2345678
7000090,Nowgaon Bridge (2 bridges at crossing),N207,A,16,False,0,0,2,2345678
7000094,NOWGAON -2 CULVERT,N207,A,4,False,0,0,2,2345678
7000096,RAZAPUR CULVERT,N207,A,4,False,0,0,2,2345678
7000099,KALIR BAZAR CULVERT,N207,A,2,False,0,0,2,2345678
7000101,KAKIA BAZAR BOX CULVERT,N207,A,4,False,0,0,2,2345678
7000105,SHIRAZ NAGAR,N207,C,6,False,0,0,2,2345678
7000107,LAMWA CULVERT,N207,A,12,False,0,0,2,2345678
7000109,KASIM PUR,N207,C,12,False,0,0,2,2345678
7000114,UTTOR KALAPUR,N207,D,13,False,0,0,2,2345678
7000116,BAYULPUR CULVERT,N207,B,3,False,0,0,2,2345678
7000147,KODALIPUR BOX CULVERT,N207,C,18,False,0,0,2,2345678
7000171,Bridge start,N207,B,0,False,0,0,2,2345678
7000182,GORA KHAL BOX CULVERT,N207,A,4,False,0,0,2,2345678
7000188,Bridge start,N207,B,0,False,0,0,2,2345678
7000192,Bridge start,N207,B,0,False,0,0,2,2345678
8000003,BONOVITI BOX CULVERT (2 bridges at crossing),N208,A,2,False,0,0,2,2345678
8000005,BONOVITI BOX CULVERT (2 bridges at crossing),N208,A,2,False,0,0,2,2345678
8000008,PURBO SULTANPUR CULVERT,N208,A,18,False,0,0,2,2345678
8000013,MONU PC GIRDER BRIDGE (2 bridges at crossing),N208,A,133,False,0,0,2,2345678
8000017,ISLAMPUR CULVERT,N208,A,8,False,0,0,2,2345678
8000020,ISLAMPUR BOX CULVERT,N208,A,10,False,0,0,2,2345678
8000022,RAISREE CULVERT,N208,A,2,False,0,0,2,2345678
8000025,RAISREE SETU BOX CULVERT,N208,A,18,False,0,0,2,2345678
8000028,TALTOLA BOX CULVERT,N208,A,14,False,0,0,2,2345678
8000032,KADOM HATE BOX CULVERT,N208,A,12,False,0,0,2,2345678
8000035,Longuchhara Bridge (2 bridges at crossing),N208,B,37,False,0,0,2,2345678
8000039,ASRAKAPUL BOX CULVERT,N208,A,9,False,0,0,2,2345678
8000041,MOLAL BOX CULVERT,N208,A,2,False,0,0,2,2345678
8000044,CHATURACAHEL BOX CULVERT,N208,A,3,False,0,0,2,2345678
8000046,Chatura Box Culvert,N208,A,2,False,0,0,2,2345678
8000067,UDNACHARA BRIDGE (2 bridges at crossing),N208,A,22,False,0,0,2,2345678
8000071,Kuchimora Bridge,N208,A,39,False,0,0,2,2345678
8000074,TAI JURI BOX CULVERT,N208,B,14,False,0,0,2,2345678
8000086,GOYESPUR,N208,A,10,False,0,0,2,2345678
8000095,CHAN BAG CULVERT,N208,B,3,False,0,0,2,2345678
8000101,MOTOP PUR BRIDGE (2 bridges at crossing),N208,A,30,False,0,0,2,2345678
8000104,MOTOP PUR BRIDGE (2 bridges at crossing),N208,A,30,False,0,0,2,2345678
8000107,RAJAPUR BOX CULVERT,N208,A,4,False,0,0,2,2345678
8000109,RAJAPUR BOX CULVERT,N208,A,3,False,0,0,2,2345678
8000120,Bridge start,N208,B,0,False,0,0,2,2345678
8000126,Mirzapur box culvert,N208,A,6,False,0,0,2,2345678
8000129,MIRJAPUR BOX CULVERT,N208,A,3,False,0,0,2,2345678
8000134,PALBARI CULVERT,N208,A,3,False,0,0,2,2345678
8000138,Karmada culvert,N208,A,3,False,0,0,2,2345678
8000146,FARIDPUR BOX CULVERT,N208,A,3,False,0,0,2,2345678
8000149,LUTPURBOX CULVERT,N208,C,6,False,0,0,2,2345678
8000152,NURPUR CULVERT,N208,A,3,False,0,0,2,2345678
8000154,NURPUR CULVERT,N208,A,3,False,0,0,2,2345678
8000156,NURPUR BOX CULVERT,N208,A,6,False,0,0,2,2345678
8000158,NURPUR,N208,A,6,False,0,0,2,2345678
8000163,Bridge start,N208,B,0,False,0,0,2,2345678
8000169,Bridge start,N208,B,0,False,0,0,2,2345678
8000177,Bridge start,N208,B,0,False,0,0,2,2345678
8000183,Bridge start,N208,B,0,False,0,0,2,2345678
8000188,Bridge start,N208,B,0,False,0,0,2,2345678
8000192,Bridge start,N208,B,0,False,0,0,2,2345678
8000197,Bridge start,N208,B,0,False,0,0,2,2345678
8000202,Bridge start,N208,B,0,False,0,0,2,2345678
8000211,Bridge start,N208,B,0,False,0,0,2,2345678
9000002,TANARI BOTTOLA CULVERT,N106,C,2,False,0,0,2,2345678
9000004,TANARI BOTTOLA CULVERT,N106,A,3,False,0,0,2,2345678
9000006,TANARI BOX CULVERT,N106,C,2,False,0,0,2,2345678
9000010,BALUCHARA,N106,A,3,False,0,0,2,2345678
9000013,BALUCHARA,N106,A,12,False,0,0,2,2345678
9000015,NOTUN PARA (2 bridges at crossing),N106,B,18,False,0,0,2,2345678
9000019,AMAR BAZAR,N106,A,4,False,0,0,2,2345678
9000021,LALIYAR HAT,N106,C,3,False,0,0,2,2345678
9000024,BORDIGHIR PAR,N106,C,4,False,0,0,2,2345678
9000028,BORODIGHIR PAR,N106,C,9,False,0,0,2,2345678
9000030,CHOWDIRIR HAT,N106,C,6,False,0,0,2,2345678
9000033,PASHIM CHARAKUL CUL,N106,A,8,False,0,0,2,2345678
9000037,PASSIM SURAGOL,N106,B,9,False,0,0,2,2345678
9000043,MODANHAT (2 bridges at crossing),N106,A,12,False,0,0,2,2345678
9000058,Subadaggu Bridge (2 bridges at crossing),N106,C,64,False,0,0,2,2345678
9000062,ISAPUR BRIDGE (2 bridges at crossing),N106,C,34,False,0,0,2,2345678
9000068,BODORGONA BOX CUL,N106,A,3,False,0,0,2,2345678
9000074,Bridge start,N106,B,0,False,0,0,2,2345678
9000084,Bridge start,N106,B,0,False,0,0,2,2345678
9000088,Bridge start,N106,B,0,False,0,0,2,2345678
9000092,JALANIR HAT,N106,C,4,False,0,0,2,2345678
9000095,SULTAN PUR CULVERT,N106,A,3,False,0,0,2,2345678
9000100,Beroli Bridge (2 bridges at crossing),N106,C,25,False,0,0,2,2345678
9000103,Bridge start,N106,B,0,False,0,0,2,2345678
9000115,POSHIM RAYJON,N106,C,9,False,0,0,2,2345678
9000124,Rauzan dalarmuk Bridge,N106,A,15,False,0,0,2,2345678
9000132,GODAR PAR ARCH,N106,A,12,False,0,0,2,2345678
9000136,AMTULA BOX,N106,B,3,False,0,0,2,2345678
9000145,Morartak,N106,C,5,True,31603,2193,2,2345678
9000149,MONARTECK CULVERT,N106,B,5,False,0,0,2,2345678
9000152,CHAIRMAN GHAT BOX CULVERT(R) (2 bridges at crossing),N106,D,2,False,0,0,2,2345678
9000158,BETBUNIA BOX CULVERT,N106,A,3,False,0,0,2,2345678
9000162,BETBEAINA BOX CULVERT,N106,A,12,False,0,0,2,2345678
9000168,SUP NALA SUBMARGE,N106,A,4,False,0,0,2,2345678
9000172,SIKDAR PARA (2) CULVERT,N106,A,3,False,0,0,2,2345678
9000176,RANGUNID,N106,A,3,False,0,0,2,2345678
9000179,THANDHA CHOR ARCH MASONRY,N106,D,2,False,0,0,2,2345678
9000183,THANDHA CHOR ARCH MASONRY,N106,D,2,False,0,0,2,2345678
9000191,Rahirhat Bridge (2 bridges at crossing),N106,C,128,False,0,0,2,2345678
9000194,RANIARAT ARCH,N106,B,3,False,0,0,2,2345678
9000197,RANIRAT ARCK,N106,A,7,False,0,0,2,2345678
9000203,GUBTULL CULVERT,N106,A,3,False,0,0,2,2345678
9000210,MOGI CHORI,N106,A,3,False,0,0,2,2345678
9000221,GHAGRA ARCH MASO,N106,A,1,False,0,0,2,2345678
9000227,KOLA BAGAN ARCH MASONRY,N106,C,5,False,0,0,2,2345678
9000229,MOSHIS PARA CULVERT,N106,A,9,False,0,0,2,2345678
9000233,MOIS PARA ARCH MASONRY,N106,B,2,False,0,0,2,2345678
9000237,KOBAGON ARCH MASONRY,N106,A,1,False,0,0,2,2345678
9000247,Bridge start,N106,B,0,False,0,0,2,2345678
1000015,Kachpur bridge,N1,B,0,False,0,0,3,3456789
1000025,NOYAPARA CULVERT,N1,A,6,False,0,0,3,3456789
1000027,NAYABARI KASPUR BOX CULVERT,N1,A,8,False,0,0,3,3456789
1000030,NAYABARI BOX CULVERT,N1,B,11,False,0,0,3,3456789
1000035,Madanpur Bridge.(L) (3 bridges at crossing),N1,A,28,False,0,0,3,3456789
1000042,Langalbandhu bridge,N1,B,0,False,0,0,3,3456789
1000046,Bridge start,N1,B,0,False,0,0,3,3456789
1000049,Darikandi Bridge (R) (2 bridges at crossing),N1,A,20,False,0,0,3,3456789
1000053,DARIKANDI BRIDGE (R) (2 bridges at crossing),N1,B,20,False,0,0,3,3456789
1000061,SHADIPUR BOX CULVERT,N1,B,10,False,0,0,3,3456789
1000067,Bridge start,N1,B,0,False,0,0,3,3456789
1000070,SANGAKADI CULVERT,N1,B,6,False,0,0,3,3456789
1000084,Bridge end,N1,B,0,False,0,0,3,3456789
1000089,Anarpara Bridge (L) (4 bridges at crossing),N1,A,30,False,0,0,3,3456789
1000093,Bridge start,N1,B,0,False,0,0,3,3456789
1000096,Alipur bridge(R) (4 bridges at crossing),N1,A,27,False,0,0,3,3456789
1000101,Bhaber char Bridge(R) (4 bridges at crossing),N1,A,30,False,0,0,3,3456789
1000107,NOYAPARA,N1,A,5,False,0,0,3,3456789
1000113,Bridge start,N1,B,0,False,0,0,3,3456789
1000124,Bridge start,N1,B,0,False,0,0,3,3456789
1000132,Bridge start,N1,B,0,False,0,0,3,3456789
1000146,Bridge start,N1,B,0,False,0,0,3,3456789
1000151,Bridge start,N1,B,0,False,0,0,3,3456789
1000161,Bridge start,N1,B,0,False,0,0,3,3456789
1000190,Bridge start,N1,B,0,False,0,0,3,3456789
1000212,TIPRA BAZAR BOX CULVERT,N1,A,1,False,0,0,3,3456789
1000220,Bridge start,N1,B,0,False,0,0,3,3456789
1000228,Bridge start,N1,B,0,False,0,0,3,3456789
1000235,Bridge start,N1,B,0,False,0,0,3,3456789
1000243,Bridge start,N1,B,0,False,0,0,3,3456789
1000252,Bridge start,N1,B,0,False,0,0,3,3456789
1000259,Bridge start,N1,B,0,False,0,0,3,3456789
1000266,Bridge start,N1,B,0,False,0,0,3,3456789
1000272,Bridge start,N1,B,0,False,0,0,3,3456789
1000276,Bridge start,N1,B,0,False,0,0,3,3456789
1000283,Bridge start,N1,B,0,False,0,0,3,3456789
1000299,Bridge start,N1,B,0,False,0,0,3,3456789
1000319,BOSONTA PUR BOX CULVERT,N1,C,6,False,0,0,3,3456789
1000325,Bridge start,N1,B,0,False,0,0,3,3456789
1000334,DIMATOLY (2) BOX CULVERT,N1,B,4,False,0,0,3,3456789
1000342,FOKIR BAZAR SLAB CULVERT,N1,B,4,False,0,0,3,3456789
1000355,UTTOR KAIEATI CULVERT,N1,A,4,False,0,0,3,3456789
1000381,Bridge start,N1,B,0,False,0,0,3,3456789
1000391,Lemua Bridge(L) (2 bridges at crossing),N1,C,99,False,0,0,3,3456789
1000402,MUHURI BRIDGE (2 bridges at crossing),N1,B,192,False,0,0,3,3456789
1000411,DumGhat Bridge(L) (2 bridges at crossing),N1,A,222,False,0,0,3,3456789
1000425,CHAIRMEN BARI BOX CULVERT,N1,A,2,False,0,0,3,3456789
1000427,MADDAM SONAPAR(1) BOX CULVERT,N1,A,2,False,0,0,3,3456789
1000430,DHARBAR TILA CULVERT,N1,A,4,False,0,0,3,3456789
1000432,MADDUM SONAPHAR-3,N1,A,2,False,0,0,3,3456789
1000435,MAMAFOUN ASTANA CULVERT,N1,A,2,False,0,0,3,3456789
1000437,MAMAFAKIR ASTANA SLAB CULVERT,N1,A,2,False,0,0,3,3456789
1000440,MASTANNAGOR BONCUL(1),N1,A,8,False,0,0,3,3456789
1000443,MUSTAU NOGAR(2),N1,A,3,False,0,0,3,3456789
1000445,MASTARI HAGOR 3 CULVERT,N1,A,2,False,0,0,3,3456789
1000450,PURPU DURGAPURE BOX CUL,N1,C,12,False,0,0,3,3456789
1000474,VARTAKA BOX CULVERT,N1,A,13,False,0,0,3,3456789
1000501,TARAT BOX CULVERT,N1,A,6,False,0,0,3,3456789
1000512,RONA SORA CULVERT,N1,A,3,False,0,0,3,3456789
1000522,UTTOR SITAKONDO BAZAR BOX CULVERT,N1,B,6,False,0,0,3,3456789
1000527,MOHADAB PUR BOX CULVERT,N1,A,3,False,0,0,3,3456789
1000530,MOHADAB PUR BOX CULVERT,N1,A,3,False,0,0,3,3456789
1000541,HATILOTA BOX CULVERT,N1,A,4,False,0,0,3,3456789
1000546,Bridge start,N1,B,0,False,0,0,3,3456789
1000552,Bridge start,N1,B,0,False,0,0,3,3456789
1000556,R. R TEXTAIL BOX CULVERT,N1,A,4,False,0,0,3,3456789
1000558,Bridge start,N1,B,0,False,0,0,3,3456789
1000564,Bridge start,N1,B,0,False,0,0,3,3456789
1000572,Bridge start,N1,B,0,False,0,0,3,3456789
1000576,Bridge start,N1,B,0,False,0,0,3,3456789
1000580,Chotokumir Bridge (2 bridges at crossing),N1,A,41,False,0,0,3,3456789
1000584,Bridge start,N1,B,0,False,0,0,3,3456789
1000587,ROYL CIMINT GATE CULVETRT,N1,A,4,False,0,0,3,3456789
1000592,Bridge start,N1,B,0,False,0,0,3,3456789
1000599,Bridge start,N1,B,0,False,0,0,3,3456789
1000606,Bridge start,N1,B,0,False,0,0,3,3456789
1000611,Bridge start,N1,B,0,False,0,0,3,3456789
1000616,Bridge start,N1,B,0,False,0,0,3,3456789
1000621,Bridge start,N1,B,0,False,0,0,3,3456789
1000630,Bridge start,N1,B,0,False,0,0,3,3456789
1000636,Bridge start,N1,B,0,False,0,0,3,3456789
1000642,Bridge start,N1,B,0,False,0,0,3,3456789
1000652,Bridge start,N1,B,0,False,0,0,3,3456789
1000656,Bridge start,N1,B,0,False,0,0,3,3456789
1000660,HAFAS BAGAR BRIDGE (2 bridges at crossing),N1,B,38,False,0,0,3,3456789
1000663,RAZAKATI BRIDGE (2 bridges at crossing),N1,B,39,False,0,0,3,3456789
1000669,Bridge end,N1,B,0,False,0,0,3,3456789
1000710,Patiya Bridge (2 bridges at crossing),N1,B,50,False,0,0,3,3456789
1000722,Srimi Bridge (2 bridges at crossing),N1,B,61,False,0,0,3,3456789
1000732,Korna Bridge (2 bridges at crossing),N1,B,15,False,0,0,3,3456789
1000746,Kanchon Nagar Bridge (2 bridges at crossing),N1,B,13,False,0,0,3,3456789
1000750,Bridge start,N1,B,0,False,0,0,3,3456789
1000758,MAZAR POINT BRIDGE (2 bridges at crossing),N1,C,50,True,149342,2245,3,3456789
1000761,MAZAR POINT BRIDGE (2 bridges at crossing),N1,C,50,False,0,0,3,3456789
1000773,Sangu Bridge (2 bridges at crossing),N1,B,211,False,0,0,3,3456789
1000777,KATGOR CULVERT,N1,A,9,False,0,0,3,3456789
1000785,Pathanerpul Bridge (2 bridges at crossing),N1,A,34,False,0,0,3,3456789
1000788,Noyakhalar Muk Bridge (2 bridges at crossing),N1,A,28,False,0,0,3,3456789
1000793,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,N1,A,20,False,0,0,3,3456789
1000796,KARANERHAT CULVERT,N1,A,5,False,0,0,3,3456789
1000810,RAJGHATA BRIDGE (2 bridges at crossing),N1,A,30,False,0,0,3,3456789
1000814,Khoria Nagar Bridge (2 bridges at crossing),N1,A,38,False,0,0,3,3456789
1000817,NOYA PARA BOX CULVERT,N1,A,2,False,0,0,3,3456789
1000820,PODUA NOYA PARA BOX CULVERT,N1,A,8,False,0,0,3,3456789
1000822,PODUA BAZAR BOX CULVERT,N1,A,13,False,0,0,3,3456789
1000825,PODUA BAZAR BOX CULVERT,N1,A,6,False,0,0,3,3456789
1000828,BARO AWLIA(R),N1,A,14,False,0,0,3,3456789
1000831,TALOCKDNR PARA BOX CULVERT (2 bridges at crossing),N1,A,2,False,0,0,3,3456789
1000834,AMIRABAD BOX CULVERT,N1,A,2,False,0,0,3,3456789
1000840,AMIRABAD LOHAGORA BOX CULVERT,N1,A,10,False,0,0,3,3456789
1000843,LOHAGORA L.S BOX CULVERT,N1,A,3,False,0,0,3,3456789
1000846,DIGIRPARK BOX CULVERT,N1,A,13,False,0,0,3,3456789
1000852,ZADUNAGOR BUS STATION BOX CULVERT,N1,A,14,False,0,0,3,3456789
1000857,Aadunagor bridge (2 bridges at crossing),N1,A,24,False,0,0,3,3456789
1000861,HATIAR PULL PC GIDER BRIDGE (2 bridges at crossing),N1,A,22,False,0,0,3,3456789
1000871,Rataykul Bridge (2 bridges at crossing),N1,A,22,False,0,0,3,3456789
1000874,BONPUKR PARA BOX CULVERT,N1,A,8,False,0,0,3,3456789
1000878,SANTI RCC GIDER BRIDGE (2 bridges at crossing),N1,A,22,False,0,0,3,3456789
1000890,AZIZNAGOR BOX CULVERT,N1,A,2,False,0,0,3,3456789
1000900,HARBHANG CHOR,N1,A,14,False,0,0,3,3456789
1000903,GHOIL MARA BOX CULVERT,N1,A,9,False,0,0,3,3456789
1000906,HARBANG,N1,A,3,False,0,0,3,3456789
1000909,HARBANG,N1,A,3,False,0,0,3,3456789
1000912,HARBANGCHORA (2 bridges at crossing),N1,A,56,False,0,0,3,3456789
1000916,ALIPUR BOX CULVERT,N1,A,14,False,0,0,3,3456789
1000918,HARBANG,N1,A,2,False,0,0,3,3456789
1000927,BODOI TOLA RCC GIDER BRIDGE (2 bridges at crossing),N1,A,46,False,0,0,3,3456789
1000930,BODAITALI BOX CULVERT,N1,A,12,False,0,0,3,3456789
1000933,BODOITOLI BOX CULVERT,N1,A,14,False,0,0,3,3456789
1000937,BANIYAR CHORA,N1,A,14,False,0,0,3,3456789
1000942,NOL BELA BOX CULVERT,N1,A,21,False,0,0,3,3456789
1000951,DIDDA BAZAR BOX CULVERT,N1,A,16,False,0,0,3,3456789
1000954,Bridge start,N1,B,0,False,0,0,3,3456789
1000966,PASIYAKALI (2) (2 bridges at crossing),N1,A,39,False,0,0,3,3456789
1000981,Bridge start,N1,B,0,False,0,0,3,3456789
1000989,Bridge start,N1,B,0,False,0,0,3,3456789
1000993,PAGOLARIBIL,N1,A,4,False,0,0,3,3456789
1001003,Bridge start,N1,B,0,False,0,0,3,3456789
1001027,Eidgaon Bazar Bridge (2 bridges at crossing),N1,A,46,False,0,0,3,3456789
1001030,Goro Bazar Bridge (2 bridges at crossing),N1,A,45,False,0,0,3,3456789
1001038,KALIRCHARA BOX CULVERT,N1,A,8,False,0,0,3,3456789
1001059,JOARIANALA BAZAR PC GIDER BRIDGE(L) (3 bridges at crossing),N1,A,58,False,0,0,3,3456789
1001070,Mitacmari Ramu Bridge (2 bridges at crossing),N1,A,59,False,0,0,3,3456789
1001074,MARULA (WEST),N1,A,3,False,0,0,3,3456789
1001076,MARULA BOX CULVERT,N1,A,2,False,0,0,3,3456789
1001079,RAMU BRAC OFFICE,N1,A,7,False,0,0,3,3456789
1001081,RAMU BY PASS MORE,N1,A,4,False,0,0,3,3456789
1001084,RAMU MOUR BOX CULVDERT,N1,A,13,False,0,0,3,3456789
1001087,ROMA CALLAGE BOX CULVERT,N1,A,19,False,0,0,3,3456789
1001090,ROMA TECHIPUL,N1,A,8,False,0,0,3,3456789
1001093,SAMBAR PUL CULVERT,N1,A,7,False,0,0,3,3456789
1001095,CHAKMARKOOL,N1,A,12,False,0,0,3,3456789
1001098,CHAKMAR KOOL BOX CULVERT,N1,A,9,False,0,0,3,3456789
1001101,KHURUTIA BOX CULVERT,N1,A,2,False,0,0,3,3456789
1001103,KHURULIA CULVERT,N1,A,7,False,0,0,3,3456789
1001105,KHURULIA SCHOOL BOX CULVERT,N1,A,17,False,0,0,3,3456789
1001107,KHURULIA SCHOOL BOX CULVERT,N1,A,19,False,0,0,3,3456789
1001110,KHURULIA CHAIRMAN PARA BOX CULVERT,N1,A,7,False,0,0,3,3456789
1001112,Sarkarpara Bridge (2 bridges at crossing),N1,A,13,False,0,0,3,3456789
1001116,WEST DOVGE BOX CULVERT,N1,A,11,False,0,0,3,3456789
1001118,MUKTAR KUL,N1,A,9,False,0,0,3,3456789
1001122,BAKKHALI BRIDGE (2 bridges at crossing),N1,A,148,False,0,0,3,3456789
1001125,MOHURI RARA BOX,N1,A,4,False,0,0,3,3456789
1001128,RABAR DAM BOX,N1,A,10,False,0,0,3,3456789
1001130,LINK ROAD CULVERT,N1,A,9,False,0,0,3,3456789
1001134,BASIC ARIA (1),N1,C,11,False,0,0,3,3456789
1001143,SHORAR COOL,N1,A,8,False,0,0,3,3456789
1001145,SOUTH MITTA CHORI,N1,B,8,False,0,0,3,3456789
1001150,SOUTH MITHACHARI,N1,B,2,False,0,0,3,3456789
1001155,SOUTH MITHACHARI,N1,A,3,False,0,0,3,3456789
1001162,CHALIYA TOLI -2 ARCH MASONRY,N1,C,1,False,0,0,3,3456789
1001168,PANAR CHORH -3 SLAB CULVERT,N1,C,3,False,0,0,3,3456789
1001172,PANCHARA SLAB CULVERT,N1,B,3,False,0,0,3,3456789
1001174,PANCHARA SLAB CULVERT,N1,C,2,False,0,0,3,3456789
1001176,PANAR CHORA SLAB CULVERT,N1,B,3,False,0,0,3,3456789
1001179,PANCHARA SLAB CULVERT,N1,A,2,False,0,0,3,3456789
1001182,PANCHORI,N1,A,1,False,0,0,3,3456789
1001185,DALA-2 SLAB CULVERT,N1,A,2,False,0,0,3,3456789
1001187,DALA-3 SLAB CULVERT,N1,C,2,False,0,0,3,3456789
1001190,DALA SLAB CULVERT,N1,A,3,False,0,0,3,3456789
1001192,DHALLA SLAB CULVERT,N1,C,2,False,0,0,3,3456789
1001195,PANAR CHORI SLAB CULVERT,N1,A,1,False,0,0,3,3456789
1001199,PANCR CHAR SLAB CULVERT,N1,C,1,False,0,0,3,3456789
1001203,TELA BAGAN SLAB CULVERT,N1,A,1,False,0,0,3,3456789
1001205,PARARHORA CULVERT,N1,B,1,False,0,0,3,3456789
1001210,TULA BAGAN,N1,B,1,False,0,0,3,3456789
1001212,TOLA BAGAN,N1,B,2,False,0,0,3,3456789
1001217,NORTH CONIA PARA BOX CULVERT,N1,A,4,False,0,0,3,3456789
1001222,CONIA PARA,N1,C,11,False,0,0,3,3456789
1001230,Khulna Plong Bridge,N1,B,0,False,0,0,3,3456789
1001234,JASOYA PALONG RCC GIDER BRIDGE,N1,C,5,False,0,0,3,3456789
