roadNo	roadId	startChainage	endChainage	width	nrLanes
N108	1344	0	0.04	13	4
N108	1344	0.04	1.8	5.8	2
N108	1344	1.8	3.1	5.82	2
N108	1344	3.1	6.2	5.67	2
N108	1344	6.2	10.4	5.65	2
N108	1344	10.4	14.4	5.64	2
N108	1344	14.4	17.71	5.64	2
N108	1344	17.71	21.473	5.64	2
N108	1344	21.473	21.746	8	2
N108	1344	21.746	22.541	9.5	3
