roadNo	roadId	startChainage	endChainage	width	nrLanes
N210	1117	0	0.055	14.5	4
N210	1117	0.055	1.6	7.25	2
N210	1117	1.6	3.6	7.28	2
N210	1117	3.6	5.39	7.32	2
N210	1117	5.39	5.45	14.35	4
N210	1117	5.45	5.75	7.32	2
N210	1117	5.75	5.98	14.6	4
N210	1117	5.98	6.39	7.32	2
N210	1117	6.39	6.56	14.45	4
N210	1117	6.56	7.95	7.25	2
N210	1117	7.95	9.4	7.3	2
N210	1117	9.4	10.802	7.34	2
N210	1117	10.802	10.844	7.3	2
