roadNo	roadId	startChainage	endChainage	width	nrLanes
N120	1735	0	0.12	21	6
N120	1735	0.12	0.13	10.5	3
N120	1735	0.13	3.49	10.5	3
N120	1735	3.49	5.1	18	4
N120	1735	5.1	5.45	5.5	2
N120	1735	5.45	5.59	5.5	2
N120	1735	5.59	6.08	5.5	2
N120	1735	6.08	6.68	7.3	2
N120	1735	6.68	7.5	7.3	2
N120	1735	7.5	7.76	7.3	2
N120	1735	7.76	8.86	5.5	2
N120	1735	8.86	9	7.3	2
N120	1735	9	13.62	5.5	2
N120	1735	13.62	13.94	7.3	2
N120	1735	13.94	18.52	5.5	2
N120	1735	18.52	20.94	5.5	2
