roadNo	roadId	startChainage	endChainage	width	nrLanes
N103	1371	0	0.05	7.32	2
N103	1371	0.05	0.639	6.9	2
N103	1371	0.639	1.109	9	3
N103	1371	1.109	1.809	10	3
N103	1371	1.809	1.849	8.5	2
N103	1371	1.849	1.999	10	3
N103	1371	1.999	2.109	6.8	2
N103	1371	2.109	2.389	5.5	2
N103	1371	2.389	2.479	8.5	2
N103	1371	2.479	3.109	5.5	2
N103	1371	3.109	3.209	7.32	2
N103	1371	3.209	3.439	5.5	2
N103	1371	3.439	3.589	10	3
N103	1371	3.589	4.779	7.5	2
