roadNo	roadId	startChainage	endChainage	width	nrLanes
N111	1694	0	0.06	12.7	4
N111	1694	0.06	0.595	7.3	2
N111	1694	0.595	0.694	13.6	4
N111	1694	0.694	4.4	7.25	2
N111	1694	4.4	7.6	7.3	2
N111	1694	7.6	10.04	7.25	2
N111	1694	10.04	10.24	3.7	1
N111	1694	10.24	10.5	23.1	6
N111	1694	10.5	10.93	7.3	2
N111	1694	10.93	11.39	7.3	2
N111	1694	11.39	11.46	13.2	4
N111	1694	11.46	12.66	7.3	2
