bridge_id,road,name,condition,length,lat,lon,avg_trucks_crossed,broken_pct,norm_traffic,norm_connectivity,criticality_score,criticality_rank
2000566,N2,Putajuri Bridge (2 bridges at crossing),A,20,24.4034167,91.5644444,20609.4,0.0,0.6790218637567708,0.0,0.4753153046297395,192
2000562,N2,MONDUL KAFON,A,3,24.3974163,91.5618333,20608.8,0.0,0.6790020954414265,0.0,0.47530146680899854,193
2000557,N2,SHOURATUL,A,8,24.3902523321393,91.55708278676616,20607.9,0.0,0.6789724429684103,0.0,0.4752807100778872,194
2000553,N2,Bridge start,B,0,24.38201325,91.5514028,20607.5,0.0,0.6789592640915142,0.0,0.4752714848640599,195
2000547,N2,Bridge start,B,0,24.36826325,91.54462465,20605.5,0.0,0.6788933697070336,0.0,0.4752253587949235,196
2000540,N2,CHALTA BOX CULVERT,A,3,24.35368055,91.5381941,20602.8,0.0,0.6788044122879848,0.0,0.47516308860158935,197
2000531,N2,KABIR PUR,A,11,24.340333,91.5342497,20601.9,0.0,0.6787747598149686,0.0,0.475142331870478,198
2000534,N2,ISLAMABAD,A,3,24.3429719,91.5348052,20601.6,0.0,0.6787648756572965,0.0,0.47513541296010753,199
2000526,N2,JANJJALIA,A,1,24.3336663,91.5334997,20601.1,0.0,0.6787484020611764,0.0,0.4751238814428234,200
2000536,N2,KABIR PUR CULVERT,A,2,24.3459719,91.535333,20600.8,0.0,0.6787385179035043,0.0,0.47511696253245295,201
2000528,N2,JANNJALIA,A,4,24.3367497,91.5336108,20600.7,0.0,0.6787352231842803,0.0,0.4751146562289961,202
2000520,N2,Bridge start,B,0,24.32269375,91.53011045,20598.9,0.0,0.6786759182382478,0.0,0.4750731427667734,203
2000508,N2,MIRPUR BOX CULVERT,A,17,24.2978886,91.5111944,20596.0,0.0,0.678580371380751,0.0,0.4750062599665257,204
2000510,N2,MIRPUR BOX CULVERT,A,2,24.3004444,91.5119444,20595.6,0.0,0.6785671925038548,0.0,0.47499703475269833,205
2000905,N2,SYHAT RAIL LINE OVER BRIDGE (2 bridges at crossing),A,21,24.8772216,91.87362435,17547.8,0.0,0.5781507399939377,0.0,0.4047055179957564,206
2000896,N2,CHANDRIPUR,A,2,24.8681382,91.8601111,17546.8,0.0,0.5781177928016974,0.0,0.40468245496118815,207
2000898,N2,Daudpur,A,2,24.868416,91.8613611,17546.4,0.0,0.5781046139248014,0.0,0.404673229747361,208
2000902,N2,FIRUSPUR (2),B,2,24.8740271,91.8677493,17546.3,0.0,0.5781013192055773,0.0,0.4046709234439041,209
2000892,N2,BALIADIKONE CULVERT,A,2,24.8635278,91.8519444,17545.7,0.0,0.5780815508902332,0.0,0.4046570856231632,210
2000888,N2,Teli Bazar Bridge,A,41,24.861,91.84704135,17544.0,0.0,0.5780255406634247,0.0,0.4046178784643973,211
2000882,N2,KETLIL CULVERT,A,3,24.8584167,91.8384719,17543.0,0.0,0.5779925934711844,0.0,0.40459481542982906,212
2000885,N2,KETLI 2 CULVERT,A,3,24.85925,91.8412497,17542.4,0.0,0.5779728251558403,0.0,0.4045809776090882,213
2000877,N2,LALA BAZAR,B,3,24.8484997,91.8255271,17541.0,0.0,0.5779266990867039,0.0,0.4045486893606927,214
2000879,N2,LALA BAZAR,B,12,24.8515556,91.8296104,17540.5,0.0,0.5779102254905837,0.0,0.40453715784340855,215
2000874,N2,LALA BAZAR,A,2,24.8402774,91.8217216,17538.8,0.0,0.5778542152637752,0.0,0.4044979506846426,216
2000870,N2,LALA BAZAR (2 bridges at crossing),B,12,24.83624965,91.8203049,17538.6,0.0,0.5778476258253271,0.0,0.40449333807772897,217
2000867,N2,LALA BAZAR START,A,2,24.8267216,91.813,17536.2,0.0,0.5777685525639505,0.0,0.40443798679476534,218
2000862,N2,ROSID PUR BOX CULVERT,A,19,24.8118056,91.7924163,17533.4,0.0,0.5776763004256777,0.0,0.4043734102979744,219
2000856,N2,KUTUB PUR BOX CULVERT,A,2,24.8055,91.7906663,17532.2,0.0,0.5776367637949894,0.0,0.40434573465649254,220
2000859,N2,ROSID PUR,A,2,24.8075833,91.7912774,17531.8,0.0,0.5776235849180933,0.0,0.4043365094426653,221
2000853,N2,NAZIR BAZAR,C,12,24.7961386,91.7895274,17531.7,0.0,0.5776202901988693,0.0,0.4043342031392085,222
2000848,N2,KURRZ BAZAR BOX CULVERT,A,2,24.7890552,91.7876386,17530.5,0.0,0.577580753568181,0.0,0.40430652749772666,223
2000851,N2,AHAMAD NAGAR CULVERT,A,2,24.7915274,91.7891108,17530.1,0.0,0.5775675746912848,0.0,0.4042973022838994,224
2000846,N2,KURRA BAZR BOX CULVERT,A,2,24.7847219,91.7849719,17528.7,0.0,0.5775214486221485,0.0,0.4042650140355039,225
2000836,N2,DAYA MIR BOX CULVERT,A,2,24.7522778,91.7813327,17522.0,0.0,0.5773007024341386,0.0,0.40411049170389696,226
2000832,N2,MOHAMMAD PUR CULVERT,A,2,24.7436663,91.7768327,17521.8,0.0,0.5772941129956906,0.0,0.40410587909698337,227
2000826,N2,SIMMANPUR BOX CULVERT,A,2,24.7322493,91.7669438,17520.3,0.0,0.5772446922073301,0.0,0.404071284545131,228
2000829,N2,KASIKAPON BOX CULVERT,A,6,24.7350274,91.7702216,17520.1,0.0,0.577238102768882,0.0,0.4040666719382174,229
2000824,N2,CHANDPUR BOX CULVERT,A,7,24.7284993,91.7615,17518.8,0.0,0.5771952714189696,0.0,0.40403668999327874,230
2000820,N2,TAJPUR BAZAR BOX,A,3,24.722916,91.7530556,17518.4,0.0,0.5771820925420736,0.0,0.4040274647794515,231
2000816,N2,GOYNAGAT BOXCULVERT,A,8,24.7098056,91.7382497,17514.9,0.0,0.5770667773692326,0.0,0.4039467441584628,232
2000806,N2,BROMMON GRAM (2 bridges at crossing),A,24,24.68654135,91.7243743,17509.2,0.0,0.576878978373463,0.0,0.4038152848614241,233
2000801,N2,Narkila Bridge (2 bridges at crossing),A,25,24.68020765,91.72305485,17507.8,0.0,0.5768328523043267,0.0,0.40378299661302863,234
2000796,N2,Onish Mill Bridge (2 bridges at crossing),A,22,24.671291,91.7153889,17507.3,0.0,0.5768163787082065,0.0,0.4037714650957445,235
2000786,N2,Katen Bridge (2 bridges at crossing),A,26,24.64904135,91.69843025,17502.5,0.0,0.5766582321854532,0.0,0.4036607625298172,236
2000783,N2,SHALIPUR BRIDGE (2 bridges at crossing),C,161,24.6427219,91.69144415,17501.7,0.0,0.576631874431661,0.0,0.40364231210216267,237
2000778,N2,Bridge start,B,0,24.62995765,91.68033265,17499.2,0.0,0.5765495064510603,0.0,0.40358465451574216,238
1000035,N1,Madanpur Bridge.(L) (3 bridges at crossing),A,28,23.6854997,90.5512778,15593.6,0.0,0.5137653369179879,0.0,0.3596357358425915,239
1000042,N1,Langalbandhu bridge,B,0,23.65870835,90.57036045,15591.9,0.0,0.5137093266911794,0.0,0.3595965286838256,240
1000049,N1,Darikandi Bridge (R) (2 bridges at crossing),A,20,23.65398615,90.5773882,15590.8,0.0,0.5136730847797151,0.0,0.35957115934580053,241
1000046,N1,Bridge start,B,0,23.65594445,90.5744299,15590.3,0.0,0.513656611183595,0.0,0.35955962782851647,242
1000053,N1,DARIKANDI BRIDGE (R) (2 bridges at crossing),B,20,23.65079165,90.58281875,15588.8,0.0,0.5136071903952345,0.0,0.35952503327666413,243
1000061,N1,SHADIPUR BOX CULVERT,B,10,23.633833,90.59736075,15587.1,0.0,0.513551180168426,0.0,0.3594858261178982,244
1000067,N1,Bridge start,B,0,23.62336045,90.6061111,15586.7,0.0,0.5135380012915299,0.0,0.3594766009040709,245
1000070,N1,SANGAKADI CULVERT,B,6,23.61999935,90.60827775,15586.6,0.0,0.5135347065723059,0.0,0.35947429460061414,246
1000084,N1,Bridge end,B,0,23.58024935,90.64005525,15582.9,0.0,0.5134128019610169,0.0,0.3593889613727118,247
1000089,N1,Anarpara Bridge (L) (4 bridges at crossing),A,30,23.57199935,90.645208,15582.0,0.0,0.5133831494880007,0.0,0.35936820464160046,248
1000096,N1,Alipur bridge(R) (4 bridges at crossing),A,27,23.56031945,90.6543611,15580.6,0.0,0.5133370234188643,0.0,0.359335916393205,249
1000093,N1,Bridge start,B,0,23.56380555,90.6503333,15580.3,0.0,0.5133271392611921,0.0,0.3593289974828345,250
1000101,N1,Bhaber char Bridge(R) (4 bridges at crossing),A,30,23.5563333,90.659,15580.3,0.0,0.5133271392611921,0.0,0.3593289974828345,251
1000107,N1,NOYAPARA,A,5,23.5471802,90.66972155,15577.9,0.0,0.5132480659998155,0.0,0.35927364619987084,252
1000113,N1,Bridge start,B,0,23.5359719,90.6822493,15577.2,0.0,0.5132250029652473,0.0,0.3592575020756731,253
1000124,N1,Bridge start,B,0,23.531554900000003,90.7174854,15573.7,0.0,0.5131096877924064,0.0,0.35917678145468446,254
1000132,N1,Bridge start,B,0,23.5293882,90.7515,15571.0,0.0,0.5130207303733576,0.0,0.3591145112613503,255
1000146,N1,Bridge start,B,0,23.5309021,90.80425,15566.4,0.0,0.5128691732890523,0.0,0.3590084213023366,256
1000151,N1,Bridge start,B,0,23.534694100000003,90.825041,15563.3,0.0,0.5127670369931074,0.0,0.3589369258951752,257
1000161,N1,Bridge start,B,0,23.51320835,90.87047155,15559.1,0.0,0.5126286587856983,0.0,0.3588400611499888,258
1000190,N1,Bridge start,B,0,23.48899965,91.0121389,15545.9,0.0,0.5121937558481267,0.0,0.35853562909368863,259
1000015,N1,Kachpur bridge,B,0,23.7033472,90.51730525,11683.3,11.11,0.38493193110083157,0.220743095569243,0.335675280441355,260
5000087,N105,"Gazipur 17 km, Tangail 75 km, Bangabandhu 98 km, / Bridge start",B,0,23.917221849999997,90.46874935,11617.5,11.11,0.38276400585142134,0.220743095569243,0.3341577327667678,261
5000092,N105,DIRASURAM,A,13,23.9240549,90.4591944,11617.2,11.11,0.3827541216937493,0.220743095569243,0.3341508138563974,262
5000078,N105,SHAMMUDDA,A,4,23.899083,90.4819021,11615.7,11.11,0.3827047009053889,0.220743095569243,0.3341162193045451,263
5000073,N105,Ulukhola Bridge (2 bridges at crossing),A,175,23.8859163,90.4924441,11614.0,11.11,0.38264869067858037,0.220743095569243,0.3340770121457791,264
5000065,N105,ULAKOLA,A,209,23.871416,90.5068056,11612.5,11.11,0.38259926989022,0.220743095569243,0.33404241759392683,265
5000050,N105,CHAPRY,A,4,23.835958,90.5455413,11608.3,11.11,0.3824608916828108,0.220743095569243,0.33394555284874045,266
3000003,N102,PORISPUR BOX CULVERT,A,3,23.4866663,91.1133611,13592.0,0.0,0.44781823692984885,0.0,0.3134727658508942,267
3000007,N102,Brorechon,A,2,23.4937774,91.1064722,13590.4,0.0,0.4477655214222644,0.0,0.31343586499558507,268
3000009,N102,SHABAR BAZAR,A,2,23.496333,91.1059167,13590.2,0.0,0.4477589319838164,0.0,0.3134312523886715,269
3000011,N102,ZUMUR BOX CULVERT,A,1,23.4976941,91.1055833,13589.3,0.0,0.4477292795108001,0.0,0.3134104956575601,270
3000015,N102,DEAB POR SLAB CULVERT,B,2,23.5112222,91.0981108,13587.2,0.0,0.44766009040709553,0.0,0.31336206328496685,271
3000020,N102,RAMPUR,C,4,23.5323882,91.0834719,13583.7,0.0,0.44754477523425457,0.0,0.31328134266397817,272
3000023,N102,Barura Bridge (2 bridges at crossing),A,18,23.54224965,91.07419375,13580.7,0.0,0.44744593365753377,0.0,0.3132121535602736,273
3000027,N102,KONSENOGOR BOX CUL,A,3,23.5501111,91.0661389,13578.0,0.0,0.44735697623848497,0.0,0.31314988336693944,274
3000032,N102,HATAMARA BOX CULVERT.,A,3,23.5605,91.0553056,13575.3,0.0,0.44726801881943623,0.0,0.31308761317360534,275
3000044,N102,BARRA BOX CULVERT,C,6,23.5911108,91.0077778,13560.8,0.0,0.4467902845319522,0.0,0.3127531991723665,276
3000057,N102,Bangl Bari Bridge (2 bridges at crossing),A,33,23.6237632,90.97270765,13551.9,0.0,0.44649705452101374,0.0,0.3125479381647096,277
3000062,N102,Compani Ganj Bridge (2 bridges at crossing),A,114,23.6346802,90.970791,13550.1,0.0,0.4464377495749813,0.0,0.31250642470248685,278
3000073,N102,GAFUR NAGOR RCC GIDER BRIDGE (2 bridges at crossing),C,51,23.6588472,90.98223545,13543.7,0.0,0.4462268875446435,0.0,0.3123588212812504,279
3000079,N102,CMB Bazar Bridge (2 bridges at crossing),A,40,23.6658611,90.99368025,13541.1,0.0,0.4461412248448188,0.0,0.31229885739137314,280
3000084,N102,YOUSUF PUR BRIDGE (2 bridges at crossing),B,29,23.67124935,91.0020694,13539.9,0.0,0.4461016882141304,0.0,0.31227118174989127,281
3000090,N102,USUP - PUR BOX CULVERT,C,13,23.6780549,91.01269445,13538.2,0.0,0.446045677987322,0.0,0.31223197459112534,282
3000096,N102,NAYAPARA BOX CULVERT,C,9,23.6841108,91.02174935,13537.6,0.0,0.4460259096719778,0.0,0.31221813677038446,283
3000099,N102,SHALGANG BOX CULVERT,A,9,23.68591635,91.02649935,13536.6,0.0,0.4459929624797375,0.0,0.31219507373581623,284
3000106,N102,SONG CHAIL RCC GIDER BRIDGE,C,36,23.6956663,91.03811075,13534.7,0.0,0.445930362814481,0.0,0.3121512539701367,285
3000109,N102,HAJIBARI BOX CULVERT,A,6,23.69997205,91.04416635,13532.8,0.0,0.44586776314922444,0.0,0.3121074342044571,286
3000114,N102,BRAMMON PARA BOX CULVERT,A,12,23.70427775,91.05004165,13532.5,0.0,0.4458578789915524,0.0,0.31210051529408667,287
3000117,N102,BRAMMON PARA BOX CULVERT,A,12,23.705297617582417,91.05139557472526,13532.1,0.0,0.44584470011465627,0.0,0.3120912900802594,288
3000121,N102,MUDUPPUR BOX CULVERT,C,13,23.70833335,91.05529165,13531.0,0.0,0.4458084582031919,0.0,0.3120659207422343,289
3000127,N102,MURPUR BOX,A,12,23.71490275,91.0632639,13529.2,0.0,0.44574915325715947,0.0,0.31202440728001163,290
3000132,N102,MOKIMPUR RCC GRIDER BRIDGE,B,17,23.72208265,91.07209655,13527.9,0.0,0.44570632190724707,0.0,0.31199442533507293,291
3000146,N102,CHOTICHOIMOHARI RCC GIDER BRIGDE (2 bridges at crossing),A,46,23.755527800000003,91.09827745,13520.6,0.0,0.4454658074038931,0.0,0.31182606518272515,292
3000149,N102,MIRPUKUR CULVERT,B,19,23.75733284150943,91.1004282009434,13520.1,0.0,0.44544933380777296,0.0,0.31181453366544104,293
3000155,N102,Kharer bazar Bridge (2 bridges at crossing),A,17,23.76991038367347,91.11487448435376,13517.4,0.0,0.44536037638872417,0.0,0.3117522634721069,294
3000163,N102,MONKASHA RCC GRIDER BRIDGE,B,16,23.78448575,91.13315215,13513.8,0.0,0.44524176649665914,0.0,0.3116692365476614,295
3000168,N102,Saidabad Bridge (2 bridges at crossing),A,21,23.793315921008407,91.14675187521009,13511.3,0.0,0.44515939851605846,0.0,0.3116115789612409,296
3000174,N102,TILLACK PUR RCC GIDER BRIDGE (2 bridges at crossing),A,50,23.80695835,91.15134725,13508.5,0.0,0.4450671463777857,0.0,0.31154700246445,297
3000178,N102,CHATURA CULVERT,B,37,23.814375,91.15294445,13505.9,0.0,0.444981483677961,0.0,0.31148703857457266,298
3000183,N102,MATIA PARA BOX CULVERT,A,5,23.82987435,91.1551389,13503.3,0.0,0.44489582097813624,0.0,0.3114270746846953,299
3000189,N102,Bridge start,B,0,23.8457913,91.15729165,13499.8,0.0,0.44478050580529527,0.0,0.31134635406370664,300
3000194,N102,AWARON CULVERT,B,3,23.86070835,91.1550972,13496.9,0.0,0.44468495894779847,0.0,0.3112794712634589,301
3000199,N102,Bridge start,B,0,23.86638885,91.14793025,13495.5,0.0,0.4446388328786621,0.0,0.3112471830150635,302
3000202,N102,MODINAGOR RCC GIDER BRIDGE,B,27,23.87495765,91.14093025,13493.0,0.0,0.4445564648980614,0.0,0.311189525428643,303
3000211,N102,Bridge start,B,0,23.8947358,91.130041,13488.1,0.0,0.4443950236560841,0.0,0.31107651655925883,304
3000216,N102,Bridge start,B,0,23.9058611,91.12577715,13487.1,0.0,0.4443620764638438,0.0,0.31105345352469066,305
3000231,N102,Bridge start,B,0,23.95565275,91.11622225,13478.8,0.0,0.44408861476824946,0.0,0.3108620303377746,306
3000239,N102,Bridge Start,B,0,23.970825540206185,91.10118129896908,13474.4,0.0,0.44394364712239226,0.0,0.31076055298567457,307
3000248,N102,Bridge Start,B,0,24.00177775,91.10956945,13469.0,0.0,0.4437657322842948,0.0,0.3106360125990063,308
2001125,N2,Bridge start,B,0,25.16115275,92.0173049,10043.0,11.11,0.33088865166910475,0.220743095569243,0.29784498483914623,309
2001117,N2,bridge 241,A,40,25.1719438,92.0199716,10041.5,11.11,0.33083923088074435,0.220743095569243,0.29781039028729395,310
2001119,N2,bridge 242,A,5,25.1710827,92.0188049,10041.3,11.11,0.3308326414422963,0.220743095569243,0.2978057776803803,311
2001104,N2,Noljuri Bridge (2 bridges at crossing),A,40,25.1771521,92.05569445,10038.9,11.11,0.3307535681809196,0.220743095569243,0.2977504263974166,312
2001108,N2,NOLJURI (2 bridges at crossing),A,24,25.17631875,92.0540972,10038.9,11.11,0.3307535681809196,0.220743095569243,0.2977504263974166,313
2001097,N2,ASUM BAZAR (2 bridges at crossing),A,37,25.16470835,92.0959302,10036.6,11.11,0.33067778963876704,0.220743095569243,0.2976973814179098,314
2001093,N2,Bangla Bazar Bridge (3 bridges at crossing),A,81,25.1591667,92.09986095,10035.8,11.11,0.33065143188497476,0.220743095569243,0.2976789309902552,315
2001089,N2,RANG PASI (2 bridges at crossing),B,38,25.1548194,92.10554165,10035.0,11.11,0.3306250741311826,0.220743095569243,0.2976604805626007,316
2001086,N2,Rang Pasi Bridge (2 bridges at crossing),A,17,25.15375,92.10727775,10035.0,11.11,0.3306250741311826,0.220743095569243,0.2976604805626007,317
2001079,N2,Bilay More Bridge (2 bridges at crossing),A,64,25.15037180621693,92.11239825449736,10034.2,11.11,0.33059871637739036,0.220743095569243,0.29764203013494617,318
2001083,N2,RANG PANI STEEL BEAM AND RCC SLAB (2 bridges at crossing),A,48,25.152444449999997,92.10843055,10034.0,11.11,0.3305921269389423,0.220743095569243,0.2976374175280325,319
2001071,N2,Ching Gil Bridge (2 bridges at crossing),A,79,25.138642362931034,92.11997014051724,10032.4,11.11,0.33053941143135784,0.220743095569243,0.29760051667272336,320
2001075,N2,Mukterpur Bridge (2 bridges at crossing),A,14,25.1409441,92.1197771,10032.2,11.11,0.3305328219929098,0.220743095569243,0.2975959040658097,321
2001064,N2,LAMAPARA BRIGE (2 bridges at crossing),A,26,25.12973545,92.1196382,10031.8,11.11,0.3305196431160137,0.220743095569243,0.2975866788519824,322
2001067,N2,Chuna Hati Bridge (2 bridges at crossing),A,22,25.13174935,92.12037435,10031.8,11.11,0.3305196431160137,0.220743095569243,0.2975866788519824,323
2001060,N2,Boro Gung Bridge (2 bridges at crossing),A,88,25.1256382,92.11630555,10031.2,11.11,0.3304998748006695,0.220743095569243,0.29757284103124154,324
2001055,N2,Eraboty Bridge (2 bridges at crossing),A,26,25.1031389,92.1184577,10029.6,11.11,0.33044715929308505,0.220743095569243,0.29753594017593243,325
2001051,N2,SARIGHUT BRIDGE (2 bridges at crossing),A,190,25.092944099999997,92.11784655,10028.5,11.11,0.33041091738162076,0.220743095569243,0.29751057083790744,326
2001046,N2,Sari Ghat Bridge (2 bridges at crossing),A,21,25.083041,92.1155139,10028.2,11.11,0.3304010332239487,0.220743095569243,0.29750365192753697,327
2001041,N2,borbos bazer (2 bridges at crossing),A,22,25.0676799,92.11069445,10027.0,11.11,0.33036149659326036,0.220743095569243,0.29747597628605515,328
2001037,N2,borbos bazer,A,9,25.0588056,92.1061389,10025.5,11.11,0.3303120758048999,0.220743095569243,0.2974413817342028,329
2001034,N2,SRIKAL BOX CULVERT,A,9,25.0551111,92.1038889,10025.5,11.11,0.3303120758048999,0.220743095569243,0.2974413817342028,330
2001032,N2,DAMA BOX CULVERT,A,6,25.05306973636364,92.1016686348485,10024.6,11.11,0.3302824233318837,0.220743095569243,0.29742062500309147,331
2001029,N2,DIGIR PAR,A,12,25.0478886,92.0959441,10024.4,11.11,0.3302758338934356,0.220743095569243,0.2974160123961778,332
2001024,N2,DAMRI RCC GIDER BRIDGE (2 bridges at crossing),A,56,25.03738855,92.0836108,10023.2,11.11,0.33023629726274734,0.220743095569243,0.297388336754696,333
2001020,N2,GOYALI RCC GIDER BRIDGE (2 bridges at crossing),B,37,25.02923545,92.0719299,10021.7,11.11,0.3301868764743869,0.220743095569243,0.2973537422028437,334
2001015,N2,SALI RCC GIDER BRIDGE (2 bridges at crossing),B,36,25.0142222,92.0613889,10020.5,11.11,0.33014733984369854,0.220743095569243,0.29732606656136185,335
2001010,N2,Korish Bridge (2 bridges at crossing),B,82,25.00193055,92.0481108,10018.1,11.11,0.33006826658232186,0.220743095569243,0.2972707152783982,336
2001006,N2,HORIPUR (2 bridges at crossing),A,91,24.98990245,92.042583,10017.0,11.11,0.33003202467085757,0.220743095569243,0.2972453459403732,337
2001003,N2,HORIPUR,A,4,24.9832216,92.037833,10016.4,11.11,0.3300122563555134,0.220743095569243,0.2972315081196323,338
2000997,N2,OMON PUR,A,7,24.972666,92.0328327,10016.3,11.11,0.33000896163628934,0.220743095569243,0.2972292018161754,339
2001000,N2,OMON PUR,A,3,24.9750271,92.0346663,10016.2,11.11,0.33000566691706534,0.220743095569243,0.29722689551271864,340
2000994,N2,PANI CHARA,A,9,24.9645278,92.024166,10015.2,11.11,0.3299727197248251,0.220743095569243,0.29720383247815046,341
2000991,N2,KHAN BAGAN,A,6,24.96325,92.0188604,10014.2,11.11,0.32993977253258483,0.220743095569243,0.2971807694435823,342
2000987,N2,SHIK NAGAR,A,4,24.9565278,92.0110278,10013.7,11.11,0.32992329893646466,0.220743095569243,0.2971692379262981,343
2000981,N2,THAKURRAMATI BOX CULVERT,A,3,24.9488608,92.0035833,10013.1,11.11,0.3299035306211205,0.220743095569243,0.2971554001055572,344
2000984,N2,THAKURAMATI BOX CULVERT,A,9,24.951875,92.0073611,10012.7,11.11,0.3298903517442244,0.220743095569243,0.29714617489172995,345
2000974,N2,PULI BOX CULVERT,A,6,24.93677745,91.983958,10011.2,11.11,0.329840930955864,0.220743095569243,0.29711158033987767,346
2000977,N2,BOTESSOR BOX CULVERT,A,9,24.9389997,91.9905274,10010.9,11.11,0.32983104679819186,0.220743095569243,0.2971046614295072,347
2000971,N2,BOTESSOR BOX CULVERT,A,3,24.9342219,91.9789716,10010.3,11.11,0.3298112784828477,0.220743095569243,0.29709082360876626,348
2000965,N2,PILOR CHAK BOX CULVERT,B,12,24.92949935,91.9708327,10009.7,11.11,0.3297915101675036,0.220743095569243,0.2970769857880254,349
2000968,N2,HAGIVILA BOX CULVERT,A,3,24.9305827,91.9725549,10009.7,11.11,0.3297915101675036,0.220743095569243,0.2970769857880254,350
2000962,N2,PORGONA BAZAR BOX CULVERT,A,6,24.921166,91.9611389,10008.9,11.11,0.3297651524137113,0.220743095569243,0.29705853536037075,351
2000952,N2,Khadem Nagar Bridge (2 bridges at crossing),B,15,24.91525,91.94788855,10008.2,11.11,0.3297420893791431,0.220743095569243,0.29704239123617304,352
2000955,N2,KASIM NAGAR,A,3,24.9157778,91.9473608,10008.2,11.11,0.3297420893791431,0.220743095569243,0.29704239123617304,353
2000960,N2,HATIMA BOX CULVERT,A,14,24.9197493,91.9585278,10008.0,11.11,0.32973549994069506,0.220743095569243,0.2970377786292594,354
2000948,N2,Khadim Nagar Bridge (2 bridges at crossing),A,12,24.9132778,91.93665245,10006.7,11.11,0.3296926685907827,0.220743095569243,0.29700779668432076,355
2000945,N2,KHASIM RLAQAR,A,6,24.9069444,91.930416,10006.4,11.11,0.3296827844331106,0.220743095569243,0.29700087777395034,356
2000943,N2,HATIM PARA (2 bridges at crossing),A,12,24.9068333,91.9244993,10005.8,11.11,0.32966301611776644,0.220743095569243,0.2969870399532094,357
2000939,N2,ISLAM PUR BOX CULVERT,A,2,24.9005,91.9141667,10005.6,11.11,0.32965642667931844,0.220743095569243,0.29698242734629576,358
2000934,N2,TILA GOR BOX CULVERT,A,2,24.8951941,91.897833,10004.4,11.11,0.32961689004863004,0.220743095569243,0.2969547517048139,359
2000936,N2,TILA GOR BOX CULVERT,B,6,24.8966108,91.9039444,10004.0,11.11,0.329603711171734,0.220743095569243,0.29694552649098666,360
2000926,N2,MIRA BAZAR BOX CULVERT,A,3,24.8953052,91.8822493,10003.2,11.11,0.32957735341794175,0.220743095569243,0.29692707606333213,361
2000928,N2,MIRA BAZAR BOX CULVERT,A,2,24.8953608,91.8848052,10003.2,11.11,0.32957735341794175,0.220743095569243,0.29692707606333213,362
2000931,N2,FORHADKHA POLL BOX CULVERT,A,8,24.8951941,91.8877774,10003.0,11.11,0.3295707639794937,0.220743095569243,0.2969224634564185,363
2000921,N2,NAYER POLL BOX CULVERT,A,2,24.8929997,91.8783049,10002.6,11.11,0.3295575851025976,0.220743095569243,0.2969132382425912,364
2000924,N2,MIRA BAZAR CULVERT,A,4,24.8951663,91.880166,10002.2,11.11,0.32954440622570147,0.220743095569243,0.2969040130287639,365
2000916,N2,SUCLTY BOX CULVERT,A,9,24.8874719,91.8804993,10001.7,11.11,0.32952793262958135,0.220743095569243,0.29689248151147984,366
2000918,N2,SUB CITY BOX CULVERT,A,9,24.8884163,91.8801104,10001.6,11.11,0.3295246379103573,0.220743095569243,0.29689017520802297,367
2000910,N2,KADAMTALY CULVERT,A,10,24.878666,91.8771382,10001.6,11.11,0.3295246379103573,0.220743095569243,0.29689017520802297,368
2000912,N2,SHAHJALAL BRIDGE (2 bridges at crossing),B,298,24.88147155,91.87897155,10001.5,11.11,0.32952134319113324,0.220743095569243,0.29688786890456614,369
2000004,N2,JATRAMURA BRIDGE (2 bridges at crossing),B,36,23.71844375,90.515625,12111.3,0.0,0.3990333293796703,0.0,0.2793233305657692,370
5000021,N105,Bridge Start,B,0,23.744708000000003,90.58551355,9900.6,0.0,0.3261969714940893,0.0,0.2283378800458625,371
5000009,N105,KHAJLA PUR,A,6,23.7161944,90.5700827,9900.5,0.0,0.32619367677486527,0.0,0.22833557374240568,372
5000032,N105,Bridge Start,B,0,23.76937435,90.57192985,9900.4,0.0,0.3261903820556412,0.0,0.22833326743894883,373
5000027,N105,Bridge Start,B,0,23.75968055,90.57737435,9900.3,0.0,0.32618708733641716,0.0,0.228330961135492,374
5000006,N105,LALADI CULVERT,A,6,23.7072222,90.5596389,9899.9,0.0,0.3261739084595211,0.0,0.22832173592166474,375
5000003,N105,MODONPUR COLLEGE,A,6,23.6993052,90.5515278,9899.3,0.0,0.32615414014417693,0.0,0.22830789810092383,376
4000002,N104,S.S.SK ROAD SLAB CULVERT,B,3,23.0092778,91.3952497,6834.3,11.11,0.22517099592772705,0.220743095569243,0.22384262582018183,377
4000124,N104,POKIR PUR BOX CULVERT,B,4,22.861,91.0962497,6810.5,11.11,0.22438685275240844,0.220743095569243,0.2232937255974588,378
4000115,N104,TOWN HALL MORE CULVERT,C,1,22.87070765,91.0968886,6810.0,11.11,0.22437037915628832,0.220743095569243,0.22328219408017472,379
4000113,N104,TOWN HALL MORE CULVERT,C,1,22.87139801896552,91.09690368017242,6810.0,11.11,0.22437037915628832,0.220743095569243,0.22328219408017472,380
4000130,N104,Bridge start,B,0,22.84141635,91.09829135,6809.9,11.11,0.22436708443706427,0.220743095569243,0.22327988777671787,381
4000118,N104,BOXSI MAZIR BOX CULVERT,A,6,22.8674438,91.0969719,6809.8,11.11,0.22436378971784027,0.220743095569243,0.22327758147326107,382
4000108,N104,Bridge start,B,0,22.87669375,91.0968469,6809.4,11.11,0.22435061084094413,0.220743095569243,0.22326835625943378,383
